Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,34,59,102,230,644,1024,1735,2696
  └─ Sales Growth %,,72%,73%,125%,180%,59%,69%,55%
Expenses,19,32,44,121,435,687,1172,1738
  └─ Material Cost %,-11%,-2%,-1%,-0%,-0%,-0%,-1%,52%
    └─ Raw material cost,0,0,0,0,0,0,0,1408
    └─ Change in inventory,-4,-1,-1,-1,-2,-0,-10,5
  └─ Manufacturing Cost %,48%,39%,33%,47%,64%,62%,61%,0%
  └─ Employee Cost %,3%,4%,3%,2%,1%,2%,3%,2%
  └─ Other Cost %,15%,13%,8%,4%,2%,4%,4%,10%
Operating Profit,15,27,58,109,208,337,564,958
OPM %,45%,46%,57%,47%,32%,33%,32%,36%
Other Income,6,0,0,1,3,7,17,48
  └─ Exceptional items,5.75,-0.08,-0.11,-0.11,-0.46,-0.12,-2.60,2.21
  └─ Other income normal,0.10,0.29,0.44,1.58,3.23,6.73,19.70,45.61
Interest,4,8,16,37,47,86,79,182
Depreciation,4,7,13,14,23,40,61,133
Profit before tax,13,12,30,59,142,217,441,691
Tax %,31%,46%,27%,27%,23%,26%,26%,26%
Net Profit,9,6,22,43,110,162,325,509
  └─ Minority share,0,0,0,0,0,0,-6,-33
  └─ Exceptional items AT,4,-0,-0,-0,-0,-0,-2,2
  └─ Profit excl Excep,5,6,22,43,110,162,327,508
  └─ Profit for PE,5,6,22,43,110,162,321,475
  └─ Profit for EPS,9,6,22,43,110,162,320,476
  └─ Profit Growth %,,32%,240%,97%,154%,47%,99%,48%
EPS in Rs,0.55,0.40,1.35,2.66,6.74,8.94,16.23,24.13
Dividend Payout %,0%,0%,0%,4%,9%,3%,5%,4%
