Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue,12665,13053,12062,11096,10850,11496,11869,13019,15899,20495,24948,29282
  └─ Sales Growth %,5.93%,3.06%,-7.59%,-8.00%,-2.22%,5.95%,3.25%,9.70%,22.12%,28.91%,21.73%,17.37%
Interest,8790,9174,8886,7706,7115,7216,6970,6974,8157,10672,13281,15616
Expenses,3953,4332,6709,8034,9825,5330,6788,7278,6314,8542,9311,9843
  └─ Manufacturing Cost %,0.58%,0.58%,0.74%,0.96%,1.23%,1.57%,1.42%,1.48%,1.36%,1.26%,1.27%,1.44%
  └─ Employee Cost %,12.91%,11.82%,15.00%,14.59%,16.55%,15.18%,19.01%,15.91%,12.95%,13.85%,13.80%,11.53%
  └─ Other Cost %,17.73%,20.79%,39.89%,56.85%,72.78%,29.61%,36.76%,38.51%,25.40%,26.57%,22.25%,20.64%
Financing Profit,-78,-453,-3533,-4643,-6090,-1050,-1889,-1233,1428,1281,2356,3822
Financing Margin %,-1%,-3%,-29%,-42%,-56%,-9%,-16%,-9%,9%,6%,9%,13%
Other Income,1020,1037,1525,1540,1568,1660,2649,2655,2283,3015,3476,3538
  └─ Exceptional items,-0,-0,-0,1,-0,5,0,1,2,1,0,2
  └─ Other income normal,1020,1037,1525,1539,1568,1655,2649,2654,2281,3014,3476,3536
Depreciation,115,149,118,129,241,211,188,268,262,223,291,344
Profit before tax,827,435,-2126,-3232,-4763,399,571,1153,3448,4072,5542,7017
Tax %,44%,73%,-36%,-66%,-0%,-0%,-0%,-0%,24%,-0%,-0%,-0%
Net Profit,465,118,-1356,-1112,-4763,399,571,1153,2605,4072,5542,7017
  └─ Exceptional items AT,-0,-0,-0,1,-0,5,0,1,2,1,0,2
  └─ Profit excl Excep,465,118,-1356,-1113,-4763,394,571,1152,2603,4071,5541,7015
  └─ Profit for PE,465,118,-1356,-1113,-4763,394,571,1152,2603,4071,5541,7015
  └─ Profit for EPS,465,118,-1356,-1112,-4763,399,571,1153,2605,4072,5542,7017
  └─ Profit Growth %,17%,-75%,-1247%,18%,-328%,108%,45%,102%,126%,56%,36%,27%
EPS in Rs,4.37,1.01,-11.61,-4.28,-17.30,0.68,0.87,1.71,3.87,5.75,7.21,9.12
Dividend Payout %,18%,-0%,-0%,-0%,-0%,-0%,-0%,29%,34%,24%,21%,13%
