Metric,Mar 2018,Mar 2019,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,383,421,179,255,510,579,631,707
  └─ Sales Growth %,,10.03%,,42.60%,100.16%,13.42%,9.06%,12.01%
Expenses,308,336,167,209,347,386,427,489
  └─ Material Cost %,15.58%,16.31%,-0.06%,0.00%,-0.01%,-0.01%,-0.04%,12.81%
    └─ Raw material cost,60,69,0,0,0,0,0,90
    └─ Change in inventory,0,0,-0,0,-0,-0,-0,0
  └─ Manufacturing Cost %,18.36%,16.95%,34.48%,33.48%,30.43%,28.91%,27.70%,0.00%
  └─ Employee Cost %,20.97%,19.21%,30.86%,25.18%,19.49%,19.91%,22.37%,22.53%
  └─ Other Cost %,25.55%,27.30%,28.21%,23.18%,18.10%,17.87%,17.58%,33.83%
Operating Profit,75,85,12,46,163,193,205,218
OPM %,20%,20%,7%,18%,32%,33%,32%,31%
Other Income,4,8,-4,12,14,12,22,3
  └─ Exceptional items,-1.19,-2.13,-15.32,-0.82,-0.20,-0.38,-0.02,-2.82
  └─ Other income normal,5.58,9.94,11.46,12.81,13.98,12.74,21.90,5.72
Interest,42,50,57,60,62,66,17,30
Depreciation,31,31,38,40,49,51,62,74
Profit before tax,7,12,-87,-42,65,89,148,117
Tax %,218%,20%,-13%,-33%,27%,22%,44%,44%
Net Profit,-8,10,-76,-28,48,69,84,66
  └─ Minority share,-0,0,0,0,0,0,-0,-0
  └─ Exceptional items AT,2,-1,-15,-1,-0,-0,-0,-1
  └─ Profit excl Excep,-10,11,-61,-27,48,69,84,67
  └─ Profit for PE,-10,11,-60,-27,48,69,84,67
  └─ Profit for EPS,-8,10,-76,-28,48,69,84,66
  └─ Profit Growth %,,215%,,55%,277%,43%,21%,-20%
EPS in Rs,-4.56,5.58,-4.34,-1.61,2.75,3.22,3.92,3.08
Dividend Payout %,0%,0%,0%,0%,0%,0%,13%,24%
