Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,3090,3347,3891,4123,5514,6300,7143,8184,11174,14756,15262,16927
  └─ Sales Growth %,7.39%,8.34%,16.24%,5.97%,33.73%,14.26%,13.37%,14.57%,36.54%,32.05%,3.43%,10.91%
Expenses,2394,2957,2912,3294,4121,4696,5562,6391,8762,11540,12008,13472
  └─ Material Cost %,40.65%,38.55%,37.18%,39.68%,34.39%,31.58%,31.41%,33.22%,32.78%,33.19%,34.06%,33.62%
    └─ Raw material cost,1308,1331,1516,1678,2106,2190,2534,2975,3817,5755,4903,6640
    └─ Change in inventory,-52,-40,-69,-42,-210,-201,-290,-257,-154,-857,294,-950
  └─ Manufacturing Cost %,9.75%,10.81%,9.98%,11.91%,11.35%,11.08%,11.46%,11.44%,11.03%,8.55%,9.06%,0.00%
  └─ Employee Cost %,18.47%,18.32%,19.28%,22.64%,21.20%,23.25%,24.49%,23.14%,19.65%,18.19%,20.75%,20.72%
  └─ Other Cost %,8.61%,20.67%,8.39%,5.67%,7.79%,8.63%,10.51%,10.30%,14.95%,18.27%,14.81%,25.24%
Operating Profit,696,390,980,829,1394,1604,1581,1793,2412,3216,3254,3455
OPM %,23%,12%,25%,20%,25%,25%,22%,22%,22%,22%,21%,20%
Other Income,158,639,173,228,340,199,260,72,18,853,1217,-60
  └─ Exceptional items,106,270,4,58,217,46,14,-128,-317,56,47,-403
  └─ Other income normal,52,369,170,169,123,153,246,199,334,797,1170,342
Interest,9,29,26,62,71,65,58,68,419,974,897,990
Depreciation,221,249,277,385,448,552,715,814,1113,1569,1687,1957
Profit before tax,624,751,850,610,1215,1186,1068,983,897,1525,1887,448
Tax %,15%,19%,19%,26%,17%,27%,21%,22%,28%,15%,24%,18%
Net Profit,528,609,688,453,1003,871,846,772,643,1298,1429,369
  └─ Minority share,-31,-59,-76,-81,-97,-123,-106,-123,-180,-275,-416,17
  └─ Exceptional items AT,87,205,3,44,180,58,11,-99,-230,44,37,-4
  └─ Profit excl Excep,441,404,685,409,822,813,836,871,873,1254,1392,373
  └─ Profit for PE,415,365,609,336,743,698,731,732,628,988,987,389
  └─ Profit for EPS,497,550,612,372,905,748,740,648,463,1022,1013,386
  └─ Profit Growth %,1%,-12%,67%,-45%,121%,-6%,5%,0%,-14%,57%,-0%,-61%
EPS in Rs,4.14,4.59,5.10,3.10,7.54,6.24,6.17,5.40,3.85,8.52,8.44,2.38
Dividend Payout %,20%,18%,10%,16%,7%,-0%,-0%,9%,39%,6%,6%,21%
