Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,953,1002,845,850,865,889,960,251,341,303,358,390
  └─ Sales Growth %,1.01%,5.17%,-15.66%,0.63%,1.75%,2.75%,7.93%,-73.89%,36.16%,-11.07%,17.83%,9.11%
Expenses,927,929,785,780,796,835,799,248,345,302,354,404
  └─ Material Cost %,6%,5%,4%,3%,1%,1%,1%,3%,4%,4%,5%,6%
    └─ Raw material cost,52.57,48.00,24.68,27.03,14.22,8.31,8.06,9.38,11.75,11.90,17.98,22.29
    └─ Change in inventory,1.06,-2.40,5.09,-1.03,-2.65,4.97,2.86,-1.46,0.82,-0.36,0.00,-0.20
  └─ Manufacturing Cost %,36%,33%,21%,23%,2%,2%,1%,1%,1%,2%,1%,0%
  └─ Employee Cost %,32%,33%,44%,45%,49%,53%,56%,47%,46%,45%,38%,39%
  └─ Other Cost %,24%,22%,25%,21%,39%,38%,24%,48%,50%,49%,55%,58%
Operating Profit,26,73,60,71,70,54,161,3,-3,1,3,-13
OPM %,3%,7%,7%,8%,8%,6%,17%,1%,-1%,0%,1%,-3%
Other Income,-68,7,74,75,100,1408,85,236,34,64,78,55
  └─ Exceptional items,-81,2,2,2,-0,1368,43,221,-4,-1,-1,-11
  └─ Other income normal,13,6,73,74,100,40,42,14,38,65,80,67
Interest,17,24,28,22,23,20,9,1,1,2,1,1
Depreciation,107,49,46,40,33,60,59,15,16,18,23,29
Profit before tax,-166,7,61,84,114,1383,177,221,13,45,57,12
Tax %,1%,50%,30%,24%,24%,4%,19%,-4%,36%,13%,16%,51%
Net Profit,-140,70,42,64,87,1327,144,230,8,40,48,6
  └─ Profit from Associates,27,66,0,0,0,0,0,0,0,0,0,0
  └─ Minority share,2,-3,-1,-1,-1,0,-1,-4,-5,-1,-2,-1
  └─ Exceptional items AT,-78,0,1,1,-0,1213,35,23,-0,-0,0,-5
  └─ Profit excl Excep,-62,70,41,63,87,114,109,207,9,40,48,11
  └─ Profit for PE,-61,67,40,61,87,115,109,204,3,39,46,10
  └─ Profit for EPS,-139,67,41,62,86,1327,143,226,3,38,46,5
  └─ Profit Growth %,-621%,210%,-41%,54%,41%,32%,-5%,88%,-98%,1059%,20%,-79%
EPS in Rs,-8.39,4.06,2.47,3.75,5.17,93.81,10.05,16.89,0.24,2.84,3.40,0.39
Dividend Payout %,-0%,-0%,-0%,-0%,97%,11%,25%,18%,212%,26%,29%,258%
