Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,659,711,700,706,910,972,1137,1422,1516
  └─ Sales Growth %,,7.83%,-1.60%,0.84%,28.94%,6.83%,16.95%,25.16%,6.59%
Expenses,383,450,413,409,486,551,632,770,833
  └─ Manufacturing Cost %,17.03%,17.84%,15.65%,13.95%,12.40%,12.83%,13.70%,14.00%,0.00%
  └─ Employee Cost %,34.40%,38.69%,36.95%,37.29%,35.44%,36.92%,35.03%,33.07%,32.78%
  └─ Other Cost %,6.67%,6.77%,6.44%,6.81%,5.54%,6.90%,6.84%,7.07%,22.17%
Operating Profit,276,261,287,296,424,421,505,652,683
OPM %,42%,37%,41%,42%,47%,43%,44%,46%,45%
Other Income,-2,1,21,30,17,27,41,53,51
  └─ Exceptional items,0,0,15,44,16,15,18,32,0
  └─ Other income normal,-2,1,6,-14,1,12,22,21,51
Interest,8,10,10,8,7,8,8,8,7
Depreciation,40,50,51,43,52,60,70,78,99
Profit before tax,227,201,247,274,383,380,467,619,629
Tax %,35%,35%,30%,25%,25%,25%,25%,25%,25%
Net Profit,146,131,172,205,287,285,351,465,472
  └─ Minority share,-0,-0,-0,0,0,1,3,6,4
  └─ Exceptional items AT,0,0,11,32,12,11,14,24,0
  └─ Profit excl Excep,146,131,161,173,275,273,337,441,472
  └─ Profit for PE,146,130,161,173,275,274,340,447,476
  └─ Profit for EPS,146,130,172,205,287,285,354,470,476
  └─ Profit Growth %,,-11%,23%,8%,59%,-0%,24%,31%,7%
EPS in Rs,5.99,5.35,7.05,8.41,11.74,11.64,14.39,19.03,19.20
Dividend Payout %,66%,84%,35%,150%,66%,65%,65%,76%,39%
