Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,318,207,292,298,332,273,350
  └─ Sales Growth %,,-35.02%,40.99%,2.22%,11.37%,-17.88%,28.34%
Expenses,286,193,284,294,336,291,360
  └─ Material Cost %,71%,67%,75%,76%,77%,77%,79%
    └─ Raw material cost,206,143,223,250,271,231,282
    └─ Change in inventory,21,-4,-5,-24,-16,-21,-6
  └─ Manufacturing Cost %,5%,6%,6%,7%,8%,10%,0%
  └─ Employee Cost %,7%,10%,9%,9%,8%,9%,6%
  └─ Other Cost %,7%,10%,7%,6%,8%,11%,18%
Operating Profit,32,14,7,4,-4,-18,-10
OPM %,10%,7%,2%,1%,-1%,-7%,-3%
Other Income,2,3,3,3,3,5,2
  └─ Exceptional items,0.00,0.01,0.02,0.68,0.00,0.00,0.00
  └─ Other income normal,2.37,2.64,2.54,1.90,3.08,5.22,2.40
Interest,3,1,1,2,3,3,5
Depreciation,7,7,8,9,10,8,7
Profit before tax,25,8,0,-4,-13,-24,-20
Tax %,26%,27%,76%,-20%,-21%,-24%,-25%
Net Profit,18,6,0,-3,-10,-18,-15
  └─ Exceptional items AT,0.00,0.00,0.00,0.68,0.00,0.00,0.00
  └─ Profit excl Excep,18.49,5.92,0.07,-4.16,-10.45,-18.16,-14.66
  └─ Profit for PE,18.49,5.92,0.07,-4.16,-10.45,-18.16,-14.66
  └─ Profit for EPS,18.49,5.92,0.07,-3.48,-10.45,-18.16,-14.66
  └─ Profit Growth %,,-67.98%,-98.82%,-6042.86%,-151.20%,-73.78%,19.27%
EPS in Rs,4.46,1.43,0.02,-0.84,-2.52,-4.38,-3.54
Dividend Payout %,0%,70%,0%,0%,0%,0%,0%
