Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2024,Mar 2025,Mar 2026
Sales,15.34,25.91,27.09,13.29,29.05,43.05,51.47
  └─ Sales Growth %,,68.90%,4.55%,-50.94%,,48.19%,19.56%
Expenses,9.03,19.21,16.79,6.39,24.25,39.33,47.16
  └─ Material Cost %,15.91%,47.36%,47.43%,8.43%,64.44%,43.76%,46.14%
    └─ Raw material cost,1.89,19.54,11.04,2.33,18.34,18.31,20.56
    └─ Change in inventory,0.55,-7.27,1.81,-1.21,0.38,0.53,3.19
  └─ Manufacturing Cost %,0.85%,0.08%,0.00%,8.43%,0.10%,0.07%,0.00%
  └─ Employee Cost %,20.08%,6.99%,3.80%,15.27%,3.92%,21.86%,26.81%
  └─ Other Cost %,22.03%,19.72%,10.74%,15.95%,15.01%,25.67%,18.67%
Operating Profit,6.31,6.70,10.30,6.90,4.80,3.72,4.31
OPM %,41.13%,25.86%,38.02%,51.92%,16.52%,8.64%,8.37%
Other Income,0.17,0.01,0.09,0.05,-3.74,-2.71,0.39
  └─ Exceptional items,0.00,0.00,0.00,0.00,-3.86,-2.76,0.00
  └─ Other income normal,0.17,0.01,0.09,0.05,0.12,0.05,0.39
Interest,0.84,0.87,0.91,1.54,1.76,1.09,0.88
Depreciation,3.64,1.48,2.28,4.48,3.11,2.35,1.87
Profit before tax,2.00,4.36,7.20,0.93,-3.81,-2.43,1.95
Tax %,42.50%,31.65%,20.97%,25.81%,-7.35%,-17.28%,-46.15%
Net Profit,1.15,2.97,5.68,0.69,-3.53,-2.00,2.85
  └─ Minority share,0,0,-0,-0,0,0,0
  └─ Exceptional items AT,0,0,0,0,-4,-3,0
  └─ Profit excl Excep,1,3,6,1,0,1,3
  └─ Profit for PE,1,3,6,1,0,1,3
  └─ Profit for EPS,1,3,6,1,-4,-2,3
  └─ Profit Growth %,,179%,76%,-90%,,136%,265%
EPS in Rs,0.33,0.93,1.65,0.16,-1.03,-0.58,0.83
Dividend Payout %,0.00%,0.00%,4.05%,0.00%,0.00%,0.00%,0.00%
