Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,30.07,42.33,57.33,66.76,86.21,90.87
  └─ Sales Growth %,,40.77%,35.44%,16.45%,29.13%,5.41%
Expenses,27.20,37.47,49.25,56.87,75.03,80.67
  └─ Material Cost %,63%,67%,64%,64%,65%,63%
    └─ Raw material cost,18,29,36,43,55,61
    └─ Change in inventory,1,-1,1,-1,1,-3
  └─ Manufacturing Cost %,4%,4%,2%,2%,2%,0%
  └─ Employee Cost %,16%,12%,11%,13%,12%,13%
  └─ Other Cost %,8%,5%,9%,6%,8%,12%
Operating Profit,2.87,4.86,8.08,9.89,11.18,10.20
OPM %,9.54%,11.48%,14.09%,14.81%,12.97%,11.22%
Other Income,0.68,0.54,2.10,1.94,2.04,3.69
  └─ Exceptional items,0.00,-1.09,0.00,0.00,0.00,1.13
  └─ Other income normal,0.68,1.63,2.10,1.94,2.04,2.56
Interest,0.58,0.64,1.05,1.25,1.88,1.38
Depreciation,1.12,1.07,1.19,1.08,0.97,1.29
Profit before tax,1.85,3.69,7.94,9.50,10.37,11.22
Tax %,28.11%,24.12%,24.69%,26.11%,26.52%,29.41%
Net Profit,1.33,2.81,5.97,7.03,7.63,7.93
  └─ Exceptional items AT,0.00,-0.68,0.00,0.00,0.00,0.80
  └─ Profit excl Excep,1.33,3.49,5.97,7.03,7.63,7.13
  └─ Profit for PE,1.33,3.49,5.97,7.03,7.63,7.13
  └─ Profit for EPS,1.33,2.81,5.97,7.03,7.63,7.93
  └─ Profit Growth %,,162.41%,71.06%,17.76%,8.53%,-6.55%
EPS in Rs,0.19,0.40,0.86,1.01,0.99,1.00
Dividend Payout %,0.00%,24.56%,17.44%,19.80%,20.10%,2.01%
