Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,4916,4720,5106,5112,5697,5191,4360,6171,7772,9000,10391,12143
  └─ Sales Growth %,,-3.99%,8.18%,0.11%,11.45%,-8.88%,-16.01%,41.53%,25.95%,15.80%,15.45%,16.87%
Expenses,4101,3945,4302,4374,4828,4598,3757,5288,6524,7231,8311,9548
  └─ Material Cost %,61%,63%,64%,64%,64%,65%,63%,67%,67%,64%,63%,63%
    └─ Raw material cost,3071,2964,3262,3224,3660,3335,2784,4146,5349,5753,6611,7774
    └─ Change in inventory,-49,-1,20,41,-40,37,-21,-39,-127,18,-17,-106
  └─ Manufacturing Cost %,4%,3%,3%,3%,3%,3%,3%,3%,2%,4%,4%,0%
  └─ Employee Cost %,9%,9%,9%,10%,10%,11%,12%,10%,8%,9%,8%,7%
  └─ Other Cost %,9%,9%,8%,9%,9%,10%,8%,7%,6%,3%,5%,9%
Operating Profit,815,775,805,738,869,593,603,883,1248,1770,2080,2595
OPM %,17%,16%,16%,14%,15%,11%,14%,14%,16%,20%,20%,21%
Other Income,208,116,141,298,328,356,366,472,502,622,714,702
  └─ Exceptional items,107,-0,2,51,24,-24,3,156,32,-0,6,-82
  └─ Other income normal,101,116,139,247,303,380,363,316,470,622,707,784
Interest,2,10,17,15,17,21,17,12,16,27,16,12
Depreciation,86,81,85,94,111,121,127,136,142,159,185,199
Profit before tax,935,799,843,927,1069,807,825,1207,1591,2205,2593,3086
Tax %,19%,21%,22%,23%,31%,13%,23%,23%,23%,22%,23%,23%
Net Profit,772,721,736,712,743,706,635,934,1228,1721,2000,2362
  └─ Profit from Associates,15,93,81,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,82,-0,2,39,17,-19,2,120,25,-0,5,-62
  └─ Profit excl Excep,690,721,735,673,726,725,633,813,1203,1721,1995,2424
  └─ Profit for PE,690,721,735,673,726,725,633,813,1203,1721,1995,2424
  └─ Profit for EPS,772,721,736,712,743,706,635,934,1228,1721,2000,2362
  └─ Profit Growth %,,4%,2%,-8%,8%,-0%,-13%,29%,48%,43%,16%,22%
EPS in Rs,27.85,26.02,26.56,25.68,26.79,25.45,22.91,33.68,44.31,62.07,72.15,85.20
Dividend Payout %,50%,54%,53%,58%,63%,55%,65%,55%,56%,61%,71%,77%
