Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1024,1393,1538,1496,1758,1685,1491,2714,3158,3436,4506,5025
  └─ Sales Growth %,-78.21%,36.11%,10.36%,-2.71%,17.48%,-4.12%,-11.52%,82.00%,16.39%,8.79%,31.14%,11.50%
Expenses,974,1333,1465,1450,1657,1603,1424,2555,2883,3111,4089,4561
  └─ Material Cost %,52%,57%,55%,55%,50%,48%,52%,56%,52%,49%,53%,52%
    └─ Raw material cost,533,786,853,834,892,814,771,1573,1681,1711,2437,2666
    └─ Change in inventory,3,7,-7,-9,-18,-6,-2,-63,-52,-13,-65,-32
  └─ Manufacturing Cost %,16%,14%,15%,14%,13%,13%,13%,13%,12%,13%,12%,0%
  └─ Employee Cost %,16%,15%,14%,16%,20%,23%,22%,17%,18%,20%,19%,19%
  └─ Other Cost %,11%,10%,11%,12%,11%,11%,9%,9%,10%,9%,8%,19%
Operating Profit,50,61,73,46,100,82,67,159,275,325,417,464
OPM %,5%,4%,5%,3%,6%,5%,4%,6%,9%,9%,9%,9%
Other Income,24,24,30,47,51,44,36,37,34,31,38,36
  └─ Exceptional items,-0.14,1.50,1.83,1.97,19.40,-4.58,12.82,8.95,11.68,2.51,12.12,-1.23
  └─ Other income normal,24.05,22.59,28.31,44.79,31.75,48.32,23.34,27.56,21.84,28.57,25.69,37.13
Interest,23,21,35,38,43,53,47,61,82,100,112,103
Depreciation,16,17,19,23,26,42,44,48,51,64,75,87
Profit before tax,34,47,49,32,83,31,11,86,176,192,267,309
Tax %,29%,23%,15%,29%,19%,30%,-54%,18%,13%,12%,14%,13%
Net Profit,24,37,42,23,67,22,17,70,153,169,231,270
  └─ Minority share,1,0,-1,1,0,-0,-0,-2,-4,6,18,8
  └─ Exceptional items AT,-0,1,1,1,16,-3,9,7,10,2,10,-1
  └─ Profit excl Excep,24,35,41,22,51,25,8,63,143,167,220,271
  └─ Profit for PE,25,36,39,23,51,25,8,61,139,173,238,279
  └─ Profit for EPS,25,37,41,24,67,22,17,68,149,175,248,278
  └─ Profit Growth %,-40%,41%,10%,-42%,125%,-52%,-67%,637%,128%,24%,38%,17%
EPS in Rs,5.79,8.47,9.38,5.56,15.54,4.98,3.99,15.74,34.47,40.11,54.06,60.17
Dividend Payout %,19%,18%,16%,18%,10%,0%,0%,16%,11%,44%,21%,14%
