Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,205,209,193,210,191,231,355,263,218,268,264
  └─ Sales Growth %,,1.80%,-7.67%,8.50%,-8.74%,20.87%,53.61%,-25.83%,-17.16%,23.11%,-1.80%
Expenses,181,174,168,187,171,198,308,255,211,258,252
  └─ Material Cost %,56%,59%,60%,59%,57%,57%,59%,73%,68%,68%,67%
    └─ Raw material cost,121,124,118,133,107,132,239,173,157,182,171
    └─ Change in inventory,-6,-0,-2,-10,2,-1,-28,18,-8,-1,7
  └─ Manufacturing Cost %,18%,11%,11%,13%,13%,12%,12%,8%,10%,11%,6%
  └─ Employee Cost %,12%,11%,12%,13%,16%,13%,12%,12%,14%,13%,13%
  └─ Other Cost %,3%,3%,4%,4%,4%,4%,3%,4%,4%,4%,9%
Operating Profit,24,35,25,23,20,34,47,9,7,10,12
OPM %,12%,17%,13%,11%,11%,15%,13%,3%,3%,4%,4%
Other Income,0,-3,-1,2,1,0,1,4,6,1,1
  └─ Exceptional items,-0.09,-3.81,-2.30,0.25,-0.08,-0.01,0.08,0.25,-0.02,0.22,0.00
  └─ Other income normal,0.50,1.03,1.23,1.32,1.08,0.37,0.98,4.00,6.33,1.15,1.42
Interest,12,12,10,9,9,11,13,13,14,12,11
Depreciation,11,11,10,10,9,12,13,15,11,9,9
Profit before tax,1,10,4,6,3,10,22,-15,-11,-10,-7
Tax %,67%,49%,-0%,18%,17%,22%,32%,-22%,-30%,-27%,-23%
Net Profit,0,5,4,5,2,8,15,-12,-8,-7,-6
  └─ Profit from Associates,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Exceptional items AT,-0.03,-1.94,2.40,0.12,-0.04,-0.01,0.06,0.25,-0.02,0.22,0.00
  └─ Profit excl Excep,0.36,6.82,1.15,4.48,2.35,8.13,15.09,-11.98,-7.83,-7.57,-5.67
  └─ Profit for PE,0.36,6.82,1.15,4.48,2.35,8.13,15.09,-11.98,-7.83,-7.57,-5.67
  └─ Profit for EPS,0.33,4.88,3.55,4.60,2.31,8.12,15.15,-11.73,-7.85,-7.35,-5.67
  └─ Profit Growth %,,1794.44%,-83.14%,289.57%,-47.54%,245.96%,85.61%,-179.39%,34.64%,3.32%,25.10%
EPS in Rs,0.77,11.44,8.32,10.79,5.42,19.04,35.53,-27.51,-18.41,-17.23,-13.30
Dividend Payout %,259%,35%,24%,19%,0%,21%,14%,0%,0%,0%,0%
