Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,0.13,1.56,2.44,1.55,4.76,13.81,15.76
  └─ Sales Growth %,,1100.00%,56.41%,-36.48%,207.10%,190.13%,14.12%
Expenses,1.89,1.88,2.04,1.86,6.50,13.67,15.27
  └─ Manufacturing Cost %,123%,0%,16%,11%,5%,2%,0%
  └─ Employee Cost %,692%,98%,59%,97%,53%,14%,13%
  └─ Other Cost %,638%,22%,8%,12%,79%,83%,84%
Operating Profit,-1.76,-0.32,0.40,-0.31,-1.74,0.14,0.49
OPM %,-1353.85%,-20.51%,16.39%,-20.00%,-36.55%,1.01%,3.11%
Other Income,0.30,0.04,0.66,0.34,0.09,0.43,0.11
  └─ Exceptional items,0.23,0.03,0.66,0.25,0.06,0.00,0.00
  └─ Other income normal,0.07,0.01,0.00,0.09,0.03,0.43,0.11
Interest,0.00,0.00,0.00,0.01,0.02,0.01,0.02
Depreciation,0.01,0.01,0.00,0.00,0.02,0.09,0.06
Profit before tax,-1.47,-0.29,1.06,0.02,-1.69,0.47,0.52
Tax %,-23.13%,-10.34%,0.94%,-2350.00%,3.55%,-80.85%,7.69%
Net Profit,-1.13,-0.05,1.05,0.50,-1.75,0.85,0.48
  └─ Profit from Associates,0.00,0.22,0.00,0.00,0.00,0.00,0.00
  └─ Minority share,0.00,0.00,-0.18,0.05,-0.24,-0.36,-0.01
  └─ Exceptional items AT,0.23,0.03,0.65,0.25,0.06,0.00,0.00
  └─ Profit excl Excep,-1.36,-0.08,0.40,0.25,-1.81,0.85,0.48
  └─ Profit for PE,-1.36,-0.08,0.33,0.30,-2.05,0.49,0.47
  └─ Profit for EPS,-1.13,-0.05,0.87,0.55,-1.99,0.49,0.47
  └─ Profit Growth %,,94.12%,514.29%,-9.48%,-783.33%,123.90%,-4.08%
EPS in Rs,-52.15,-2.31,40.15,1.85,-4.89,1.20,1.16
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
