Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,266,265,202,200
  └─ Sales Growth %,,-0.41%,-23.99%,-0.55%
Expenses,246,242,176,179
  └─ Material Cost %,84%,84%,80%,81%
    └─ Raw material cost,235,226,167,172
    └─ Change in inventory,-11,-3,-5,-9
  └─ Manufacturing Cost %,6%,5%,4%,1%
  └─ Employee Cost %,1%,1%,1%,1%
  └─ Other Cost %,2%,1%,1%,7%
Operating Profit,20,23,26,21
OPM %,8%,9%,13%,11%
Other Income,2,2,1,0
  └─ Other income normal,2.25,2.02,1.28,0.33
Interest,4,5,4,3
Depreciation,4,4,4,4
Profit before tax,15,16,19,15
Tax %,-1%,4%,25%,28%
Net Profit,15,16,14,11
  └─ Profit excl Excep,14.82,15.82,14.02,10.54
  └─ Profit for PE,14.82,15.82,14.02,10.54
  └─ Profit for EPS,14.82,15.82,14.02,10.54
  └─ Profit Growth %,,6.75%,-11.38%,-24.82%
EPS in Rs,6.64,7.09,6.28,4.23
Dividend Payout %,-0%,-0%,-0%,-0%
