Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,84,166,190,507,980,891,975,1067
  └─ Sales Growth %,,97.57%,14.43%,167.52%,93.26%,-9.14%,9.54%,9.35%
Expenses,62,116,116,321,868,742,877,954
  └─ Material Cost %,66%,63%,41%,49%,80%,73%,75%,74%
    └─ Raw material cost,55,104,77,249,780,648,737,791
    └─ Change in inventory,-0,-0,-0,-1,0,-2,-0,1
  └─ Manufacturing Cost %,0%,0%,7%,5%,6%,7%,8%,0%
  └─ Employee Cost %,2%,2%,3%,2%,1%,2%,2%,2%
  └─ Other Cost %,6%,5%,11%,8%,2%,2%,4%,13%
Operating Profit,21,50,73,186,112,149,98,112
OPM %,26%,30%,39%,37%,11%,17%,10%,11%
Other Income,0,0,1,3,6,24,32,25
  └─ Exceptional items,0.00,0.00,0.03,0.11,0.28,5.15,2.89,0.00
  └─ Other income normal,0.36,0.47,0.70,2.94,5.68,18.67,29.34,25.45
Interest,6,10,16,22,23,27,22,15
Depreciation,4,9,12,15,21,26,35,44
Profit before tax,13,31,46,152,74,120,74,79
Tax %,10%,33%,24%,25%,24%,23%,36%,28%
Net Profit,11,21,35,128,63,86,45,53
  └─ Profit from Associates,0,-0,-0,14,7,-6,-2,-4
  └─ Minority share,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,0,0,0,4,2,0
  └─ Profit excl Excep,11,21,35,128,63,82,43,53
  └─ Profit for PE,11,21,35,128,63,82,43,53
  └─ Profit for EPS,11,21,35,128,63,86,45,53
  └─ Profit Growth %,,86%,66%,267%,-51%,30%,-47%,23%
EPS in Rs,5.27,7.77,12.03,43.59,20.87,20.86,11.01,12.96
Dividend Payout %,2%,0%,0%,0%,2%,7%,14%,12%
