Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2024,Mar 2025,Mar 2026
Sales,24.66,21.86,22.39,23.09,48.56,52.97,60.05
  └─ Sales Growth %,,-11.35%,2.42%,3.13%,,9.08%,13.37%
Expenses,23.72,22.61,22.47,22.94,41.78,44.34,52.21
  └─ Material Cost %,56%,55%,54%,58%,63%,59%,62%
    └─ Raw material cost,15.26,13.26,11.57,12.86,30.72,30.77,38.31
    └─ Change in inventory,-1.46,-1.15,0.47,0.47,-0.34,0.33,-0.98
  └─ Manufacturing Cost %,8%,10%,13%,12%,8%,7%,0%
  └─ Employee Cost %,23%,27%,25%,22%,9%,10%,9%
  └─ Other Cost %,9%,11%,9%,8%,6%,8%,15%
Operating Profit,0.94,-0.75,-0.08,0.15,6.78,8.63,7.84
OPM %,3.81%,-3.43%,-0.36%,0.65%,13.96%,16.29%,13.06%
Other Income,0.37,0.33,0.70,2.06,0.63,0.74,0.69
  └─ Exceptional items,0.00,0.00,0.04,1.14,0.01,0.00,0.00
  └─ Other income normal,0.37,0.33,0.66,0.92,0.62,0.74,0.69
Interest,0.33,0.47,0.53,0.45,0.41,0.37,0.38
Depreciation,0.37,0.30,0.34,0.33,1.05,1.13,1.31
Profit before tax,0.61,-1.19,-0.25,1.43,5.95,7.87,6.84
Tax %,32.79%,-5.04%,28.00%,-9.79%,24.37%,25.41%,27.19%
Net Profit,0.41,-1.13,-0.33,1.58,4.49,5.77,4.40
  └─ Profit from Associates,0.00,0.00,0.00,0.00,0.00,-0.11,-0.58
  └─ Exceptional items AT,0.00,0.00,0.04,0.91,0.01,0.00,0.00
  └─ Profit excl Excep,0.41,-1.13,-0.37,0.67,4.48,5.77,4.40
  └─ Profit for PE,0.41,-1.13,-0.37,0.67,4.48,5.77,4.40
  └─ Profit for EPS,0.41,-1.13,-0.33,1.58,4.49,5.77,4.40
  └─ Profit Growth %,,-375.61%,67.26%,281.08%,,28.79%,-23.74%
EPS in Rs,1.37,-3.77,-1.10,5.27,14.97,18.18,13.86
Dividend Payout %,15.37%,-2.79%,-9.55%,1.99%,14.03%,10.99%,14.41%
