Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023
Sales,57.21,51.59,44.18,33.50,45.29,22.61,25.64,23.01,29.22
  └─ Sales Growth %,,-9.82%,-14.36%,-24.17%,35.19%,-50.08%,13.40%,-10.26%,26.99%
Expenses,44.22,49.48,41.80,31.52,45.72,26.06,27.90,21.08,32.31
  └─ Material Cost %,48.00%,57.76%,54.53%,44.39%,43.96%,41.53%,45.90%,23.16%,28.71%
    └─ Raw material cost,29.68,44.82,11.98,11.99,17.97,7.67,10.64,5.89,12.80
    └─ Change in inventory,-2.22,-15.02,12.11,2.88,1.94,1.72,1.13,-0.56,-4.41
  └─ Manufacturing Cost %,5.63%,9.83%,8.58%,12.93%,13.05%,18.22%,14.63%,16.17%,24.40%
  └─ Employee Cost %,7.03%,7.19%,9.96%,11.37%,11.66%,24.19%,18.92%,20.43%,16.56%
  └─ Other Cost %,16.64%,21.13%,21.55%,25.40%,32.28%,31.31%,29.37%,31.86%,40.90%
Operating Profit,12.99,2.11,2.38,1.98,-0.43,-3.45,-2.26,1.93,-3.09
OPM %,22.71%,4.09%,5.39%,5.91%,-0.95%,-15.26%,-8.81%,8.39%,-10.57%
Other Income,1.31,0.68,1.08,1.98,1.93,1.10,0.51,3.37,1.53
  └─ Exceptional items,0.00,-0.01,0.02,0.00,-0.03,0.00,0.00,0.09,0.13
  └─ Other income normal,1.31,0.69,1.06,1.98,1.96,1.10,0.51,3.28,1.40
Interest,0.22,0.75,1.85,1.22,2.20,1.47,1.76,2.08,3.43
Depreciation,1.89,2.19,2.60,3.00,3.08,2.68,2.32,2.73,3.32
Profit before tax,12.19,-0.15,-0.99,-0.26,-3.78,-6.50,-5.83,0.49,-8.31
Tax %,22.97%,40.00%,-7.07%,61.54%,-6.88%,0.00%,2.06%,12.24%,-0.72%
Net Profit,9.40,-0.41,-0.92,-0.42,-3.52,-6.49,-5.94,0.43,-8.25
  └─ Profit from Associates,0,-0,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,0,0,-0,0,0,0,0
  └─ Profit excl Excep,9,-0,-1,-0,-3,-6,-6,0,-8
  └─ Profit for PE,9,-0,-1,-0,-3,-6,-6,0,-8
  └─ Profit for EPS,9,-0,-1,-0,-4,-6,-6,0,-8
  └─ Profit Growth %,,-104%,-129%,55%,-731%,-86%,8%,106%,-2494%
EPS in Rs,1.78,-0.08,-0.17,-0.08,-0.67,-1.23,-1.12,0.08,-1.56
Dividend Payout %,8.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
