Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,3221,3302,3494,3905,3642,3051,2544,4423,4478,3523,2956,2882
  └─ Sales Growth %,-0.89%,2.51%,5.80%,11.77%,-6.73%,-16.24%,-16.60%,73.82%,1.26%,-21.32%,-16.11%,-2.49%
Expenses,3081,3169,3362,3730,3460,2931,2480,4289,4327,3403,2873,2818
  └─ Material Cost %,86%,88%,87%,86%,85%,83%,86%,86%,85%,83%,83%,83%
    └─ Raw material cost,2950,2769,3198,3344,3115,2472,2058,3844,4084,3125,2320,2369
    └─ Change in inventory,-172,139,-144,10,-37,51,133,-32,-256,-188,138,31
  └─ Manufacturing Cost %,7%,5%,6%,6%,7%,10%,8%,8%,8%,10%,9%,0%
  └─ Employee Cost %,1%,2%,2%,2%,2%,2%,2%,2%,2%,2%,3%,3%
  └─ Other Cost %,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,11%
Operating Profit,140,133,132,175,183,120,65,134,151,120,83,64
OPM %,4%,4%,4%,4%,5%,4%,3%,3%,3%,3%,3%,2%
Other Income,7,-1,7,3,1,-4,14,2,-1,29,18,21
  └─ Exceptional items,5.69,-0.82,-0.32,-4.47,-0.78,-5.42,-2.26,-5.56,-5.73,3.86,-1.63,0.00
  └─ Other income normal,1.65,0.19,7.05,7.66,1.86,1.52,16.46,8.05,4.94,24.87,19.58,21.37
Interest,30,25,31,35,30,22,5,9,33,40,35,26
Depreciation,16,16,18,17,17,16,15,14,12,12,11,10
Profit before tax,101,91,90,127,137,78,59,113,105,97,54,50
Tax %,19%,18%,27%,14%,15%,19%,-8%,17%,21%,20%,23%,19%
Net Profit,82,74,66,109,116,63,64,94,83,78,42,40
  └─ Minority share,0.00,-0.03,0.08,-0.05,-0.90,0.24,-0.10,-0.22,-0.35,-0.35,1.69,-0.05
  └─ Exceptional items AT,4.53,-0.62,-0.24,-3.72,-0.66,-4.41,-1.89,-4.45,-4.37,3.08,-1.11,0.00
  └─ Profit excl Excep,77.43,74.97,66.29,112.90,116.49,67.57,65.92,98.50,87.36,74.50,42.61,40.47
  └─ Profit for PE,77.43,74.94,66.37,112.85,115.58,67.81,65.82,98.27,86.99,74.16,44.30,40.42
  └─ Profit for EPS,81.96,74.32,66.13,109.13,114.93,63.40,63.93,93.83,82.64,77.23,43.19,40.42
  └─ Profit Growth %,0.26%,-3.22%,-11.44%,70.03%,2.43%,-41.33%,-2.94%,49.31%,-11.48%,-14.75%,-40.27%,-8.76%
EPS in Rs,51.20,46.43,41.31,68.18,71.80,39.61,39.94,58.62,51.63,48.25,26.98,25.25
Dividend Payout %,3%,3%,4%,2%,2%,4%,4%,3%,3%,3%,6%,6%
