Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,2897,3853,4634,5810,6002,5785,6512
  └─ Sales Growth %,,33.01%,20.27%,25.36%,3.30%,-3.60%,12.57%
Expenses,2294,3024,3878,5147,5149,5169,5272
  └─ Material Cost %,22.15%,25.93%,25.38%,26.97%,21.96%,25.63%,25.04%
    └─ Raw material cost,697,963,1220,1574,1332,1490,1622
    └─ Change in inventory,-55,36,-44,-7,-14,-7,9
  └─ Manufacturing Cost %,39.91%,35.05%,43.04%,47.73%,46.64%,45.34%,13.99%
  └─ Employee Cost %,6.05%,5.32%,5.28%,5.07%,4.99%,6.39%,5.25%
  └─ Other Cost %,11.07%,12.17%,9.98%,8.81%,12.20%,11.99%,36.67%
Operating Profit,603,829,756,663,853,617,1240
OPM %,21%,22%,16%,11%,14%,11%,19%
Other Income,39,20,195,145,85,100,-1321
  └─ Exceptional items,-1,-42,-0,-0,-2,-1,-1504
  └─ Other income normal,40,62,195,145,86,102,183
Interest,268,291,315,310,435,450,378
Depreciation,145,179,238,373,278,310,322
Profit before tax,230,379,398,125,224,-44,-781
Tax %,33%,34%,41%,17%,72%,275%,2%
Net Profit,154,250,233,104,62,-164,-799
  └─ Profit from Associates,0,0,-1,0,0,0,0
  └─ Minority share,0,0,12,33,28,50,42
  └─ Exceptional items AT,-1,-28,-0,-0,-1,2,-1487
  └─ Profit excl Excep,155,278,233,104,63,-166,688
  └─ Profit for PE,155,278,244,137,90,-116,652
  └─ Profit for EPS,154,250,244,137,90,-114,-756
  └─ Profit Growth %,,79%,-12%,-44%,-34%,-228%,663%
EPS in Rs,1.56,2.53,2.48,1.39,0.91,-1.12,-5.55
Dividend Payout %,0%,0%,0%,0%,0%,0%,-9%
