Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,0.00,0.00,2.13,0.00,3.82,2.08,0.00,0.00,0.00,0.00
  └─ Sales Growth %,,,,-100.00%,,-45.55%,-100.00%,,,
Expenses,0.10,0.08,0.09,4.60,0.42,0.44,0.17,0.17,0.15,0.19
  └─ Material Cost %,,,0.00%,,7.85%,12.02%,,,,
    └─ Raw material cost,0.00,0.00,0.00,0.00,0.30,0.25,0.00,0.00,0.00,0.00
  └─ Manufacturing Cost %,,,0.00%,,1.05%,2.88%,,,,
  └─ Employee Cost %,,,0.94%,,0.52%,2.40%,,,,
  └─ Other Cost %,,,3.29%,,1.57%,3.85%,,,,
Operating Profit,-0.10,-0.08,2.04,-4.60,3.40,1.64,-0.17,-0.17,-0.15,-0.19
OPM %,,,95.77%,,89.01%,78.85%,,,,
Other Income,0.04,0.18,0.00,0.00,0.00,0.19,0.02,0.03,0.04,0.06
  └─ Other income normal,0.04,0.18,0.00,0.00,0.00,0.19,0.02,0.03,0.04,0.06
Interest,0.25,0.27,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Depreciation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00
Profit before tax,-0.31,-0.17,1.78,-4.60,3.40,1.83,-0.15,-0.16,-0.11,-0.13
Tax %,0.00%,0.00%,21.91%,0.00%,0.00%,20.77%,193.33%,118.75%,181.82%,46.15%
Net Profit,-0.31,2.63,7.75,-0.63,11.28,6.53,7.15,5.05,4.20,4.52
  └─ Profit from Associates,0.00,2.80,6.35,3.98,7.88,5.08,7.59,5.40,4.50,4.71
  └─ Profit excl Excep,-0.31,2.63,7.75,-0.63,11.28,6.53,7.15,5.05,4.20,4.52
  └─ Profit for PE,-0.31,2.63,7.75,-0.63,11.28,6.53,7.15,5.05,4.20,4.52
  └─ Profit for EPS,-0.31,2.63,7.75,-0.63,11.28,6.53,7.15,5.05,4.20,4.52
  └─ Profit Growth %,,948.39%,194.68%,-108.13%,1890.48%,-42.11%,9.49%,-29.37%,-16.83%,7.62%
EPS in Rs,-0.44,3.74,11.01,-0.89,16.02,9.28,10.16,7.17,5.97,6.42
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
