Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,319,343,398,404,359,322,422,511,523,554,567
  └─ Sales Growth %,,7.80%,15.75%,1.66%,-11.06%,-10.38%,30.94%,21.16%,2.30%,5.96%,2.36%
Expenses,265,277,313,327,309,290,386,474,483,496,516
  └─ Material Cost %,53%,53%,48%,50%,52%,55%,55%,56%,55%,51%,56%
    └─ Raw material cost,171,179,197,210,190,176,231,307,284,275,333
    └─ Change in inventory,-0,1,-6,-9,-2,3,2,-20,4,7,-15
  └─ Manufacturing Cost %,6%,5%,7%,7%,6%,6%,10%,11%,10%,12%,0%
  └─ Employee Cost %,16%,16%,16%,18%,18%,19%,17%,16%,18%,18%,20%
  └─ Other Cost %,8%,7%,8%,7%,9%,9%,9%,10%,9%,9%,15%
Operating Profit,53,67,85,77,50,32,36,37,39,58,51
OPM %,17%,19%,21%,19%,14%,10%,8%,7%,8%,10%,9%
Other Income,1,5,4,1,0,2,1,1,2,3,52
  └─ Exceptional items,0.05,0.16,0.19,0.00,-0.32,0.01,0.00,0.12,0.16,0.40,49.79
  └─ Other income normal,0.91,4.81,4.29,1.39,0.58,2.09,1.00,1.29,1.50,2.16,1.88
Interest,8,6,5,4,3,4,7,12,15,17,17
Depreciation,25,24,26,26,26,26,29,31,34,34,36
Profit before tax,22,41,59,49,22,3,0,-5,-8,9,50
Tax %,35%,32%,33%,30%,17%,35%,708%,16%,62%,21%,14%
Net Profit,14,28,39,34,18,2,-1,-6,-13,7,43
  └─ Exceptional items AT,0,0,0,-0,-0,-0,-0,0,0,0,41
  └─ Profit excl Excep,14,28,39,34,18,2,-1,-6,-13,7,2
  └─ Profit for PE,14,28,39,34,18,2,-1,-6,-13,7,2
  └─ Profit for EPS,14,28,39,34,18,2,-1,-6,-13,7,43
  └─ Profit Growth %,,99%,41%,-14%,-45%,-89%,-137%,-677%,-118%,151%,-72%
EPS in Rs,10.02,19.97,28.08,24.10,13.00,1.50,-0.56,-4.24,-9.31,4.97,30.60
Dividend Payout %,20%,15%,16%,19%,23%,67%,-266%,-35%,-13%,50%,5%
