Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,136,206,263,300,434,424,394,383,506
  └─ Sales Growth %,,51.91%,27.59%,14.10%,44.38%,-2.32%,-7.11%,-2.74%,32.18%
Expenses,113,172,208,234,325,363,325,348,413
  └─ Material Cost %,52.34%,55.37%,50.44%,50.61%,44.88%,53.37%,44.26%,51.98%,44.39%
    └─ Raw material cost,74,119,149,156,258,220,182,177,269
    └─ Change in inventory,-3,-4,-16,-4,-64,6,-8,22,-45
  └─ Manufacturing Cost %,9.00%,6.92%,9.22%,8.78%,10.74%,9.83%,13.82%,13.59%,0.00%
  └─ Employee Cost %,9.03%,7.91%,7.80%,7.93%,7.13%,9.74%,13.94%,13.84%,12.44%
  └─ Other Cost %,12.58%,13.26%,11.53%,10.47%,12.21%,12.70%,10.56%,11.56%,24.76%
Operating Profit,23,34,55,67,109,61,69,35,93
OPM %,17%,17%,21%,22%,25%,14%,17%,9%,18%
Other Income,1,1,1,5,9,2,7,2,4
  └─ Exceptional items,0.01,0.75,-0.03,-0.03,-0.05,-3.59,-0.11,-0.04,0.00
  └─ Other income normal,1.45,0.49,1.38,5.20,8.89,5.74,7.47,2.24,3.55
Interest,3,4,4,4,5,9,7,2,3
Depreciation,3,4,5,7,8,10,26,28,37
Profit before tax,19,27,48,61,104,45,44,8,57
Tax %,35%,25%,21%,14%,8%,-2%,30%,25%,26%
Net Profit,12,21,38,52,96,45,30,6,42
  └─ Exceptional items AT,0,1,-0,-0,-0,-3,-0,-0,0
  └─ Profit excl Excep,12,20,38,52,96,49,30,6,42
  └─ Profit for PE,12,20,38,52,96,49,30,6,42
  └─ Profit for EPS,12,21,38,52,96,45,30,6,42
  └─ Profit Growth %,,63%,89%,38%,83%,-49%,-38%,-81%,633%
EPS in Rs,15.30,25.56,47.03,26.02,43.25,20.52,12.97,2.44,17.98
Dividend Payout %,0%,0%,0%,19%,5%,10%,15%,41%,11%
