Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,472,445,752,1050,1499,1241,1748,1938,2506,2512,3149
  └─ Sales Growth %,,-5.85%,68.99%,39.75%,42.73%,-17.24%,40.87%,10.85%,29.31%,0.25%,25.34%
Expenses,438,378,646,901,1308,1106,1490,1708,2245,2329,2958
  └─ Material Cost %,43.65%,35.10%,38.50%,39.58%,35.69%,31.89%,28.54%,30.01%,31.51%,32.57%,37.73%
    └─ Raw material cost,211,150,300,434,527,398,495,603,959,786,1168
    └─ Change in inventory,-4,6,-10,-18,8,-2,4,-21,-169,32,20
  └─ Manufacturing Cost %,16.90%,29.98%,42.69%,41.25%,46.78%,52.00%,51.07%,52.18%,51.12%,54.00%,49.20%
  └─ Employee Cost %,28.69%,4.69%,3.81%,4.12%,3.97%,4.10%,4.14%,4.82%,4.99%,4.76%,4.63%
  └─ Other Cost %,3.37%,15.15%,0.96%,0.87%,0.83%,1.13%,1.46%,1.11%,1.97%,1.39%,2.39%
Operating Profit,35,67,106,149,191,135,258,230,261,183,190
OPM %,7%,15%,14%,14%,13%,11%,15%,12%,10%,7%,6%
Other Income,10,13,18,22,24,17,22,25,24,14,16
  └─ Exceptional items,0.20,0.25,-0.73,-0.45,0.01,-0.01,0.75,0.84,0.66,-3.49,-1.39
  └─ Other income normal,10.12,13.18,18.45,22.74,24.16,16.66,20.97,24.16,23.56,17.13,17.26
Interest,3,8,9,10,15,15,26,32,51,44,45
Depreciation,7,8,11,24,27,26,32,40,65,73,87
Profit before tax,35,65,102,137,173,111,222,183,169,80,74
Tax %,37%,36%,36%,35%,26%,25%,25%,26%,27%,27%,25%
Net Profit,23,42,66,89,128,81,167,132,123,56,56
  └─ Profit from Associates,1,0,0,0,0,-2,0,-3,-0,-2,-0
  └─ Minority share,0,-0,-0,0,0,1,0,0,0,0,0
  └─ Exceptional items AT,0,0,-0,-0,0,-0,1,1,0,-2,-1
  └─ Profit excl Excep,23,41,66,89,128,81,166,131,123,59,56
  └─ Profit for PE,23,41,66,90,128,82,166,131,123,59,56
  └─ Profit for EPS,23,42,66,89,128,82,167,132,123,56,56
  └─ Profit Growth %,,82%,60%,36%,43%,-37%,104%,-21%,-7%,-52%,-4%
EPS in Rs,71.34,14.41,18.20,24.84,35.69,22.65,46.29,36.65,34.16,14.23,14.01
Dividend Payout %,21%,17%,27%,20%,14%,18%,11%,7%,-0%,-0%,-0%
