Metric,Mar 2012,Mar 2013,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,97,109,230,234,248,268,445
  └─ Sales Growth %,,12%,,2%,6%,8%,66%
Expenses,82,89,193,185,198,217,393
  └─ Material Cost %,42%,39%,4%,7%,-4%,-34%,-24%
    └─ Raw material cost,43,53,4,5,12,13,8
    └─ Change in inventory,-2,-11,5,12,-21,-103,-112
  └─ Manufacturing Cost %,7%,6%,50%,42%,50%,81%,0%
  └─ Employee Cost %,10%,10%,11%,10%,11%,12%,8%
  └─ Other Cost %,26%,27%,19%,20%,22%,22%,104%
Operating Profit,15,20,37,49,50,51,52
OPM %,15%,18%,16%,21%,20%,19%,12%
Other Income,1,1,-87,1,4,4,14
  └─ Exceptional items,-0.01,0.00,-88.78,0.00,3.45,-0.50,6.01
  └─ Other income normal,0.90,0.57,1.85,0.55,0.63,4.55,7.81
Interest,2,4,11,10,9,11,16
Depreciation,5,5,3,3,3,4,4
Profit before tax,9,12,-63,36,42,41,46
Tax %,-1%,4%,6%,3%,5%,5%,10%
Net Profit,9,12,-67,35,40,39,42
  └─ Minority share,0.00,0.00,0.00,0.02,0.00,0.00,0.00
  └─ Exceptional items AT,-0.01,0.00,-91.12,0.00,3.29,-0.47,5.40
  └─ Profit excl Excep,9.21,11.75,23.74,35.01,36.33,39.07,36.23
  └─ Profit for PE,9.21,11.75,23.74,35.03,36.33,39.07,36.23
  └─ Profit for EPS,9.20,11.75,-67.38,35.03,39.62,38.60,41.63
  └─ Profit Growth %,,27.58%,,47.56%,3.71%,7.54%,-7.27%
EPS in Rs,5.75,7.34,-35.46,18.43,20.85,20.31,21.91
Dividend Payout %,0%,0%,-6%,11%,10%,10%,9%
