Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,226,286,313,312,377,469
  └─ Sales Growth %,,26.66%,9.20%,-0.16%,20.58%,24.46%
Expenses,216,266,287,281,339,419
  └─ Material Cost %,67%,63%,62%,57%,54%,54%
    └─ Raw material cost,153,178,197,180,206,255
    └─ Change in inventory,-1,2,-2,-2,-1,-2
  └─ Manufacturing Cost %,4%,5%,4%,5%,5%,0%
  └─ Employee Cost %,18%,18%,18%,20%,21%,21%
  └─ Other Cost %,7%,7%,7%,8%,10%,14%
Operating Profit,10,20,26,31,37,50
OPM %,4%,7%,8%,10%,10%,11%
Other Income,6,1,1,3,3,4
  └─ Exceptional items,3.30,0.74,-0.18,-0.32,-0.10,-0.84
  └─ Other income normal,2.41,0.74,1.55,3.19,3.27,5.23
Interest,4,6,6,7,6,8
Depreciation,4,8,9,11,12,18
Profit before tax,8,7,12,16,22,28
Tax %,43%,27%,31%,18%,24%,26%
Net Profit,4,5,8,13,17,21
  └─ Profit from Associates,0.00,0.00,0.00,0.00,-0.01,-0.02
  └─ Minority share,0.00,0.00,0.00,0.00,-2.59,-2.56
  └─ Exceptional items AT,1.82,0.54,-0.12,-0.25,-0.08,-0.60
  └─ Profit excl Excep,2.67,4.82,8.49,13.57,17.04,21.21
  └─ Profit for PE,2.67,4.82,8.49,13.57,14.44,18.58
  └─ Profit for EPS,4.49,5.36,8.37,13.32,14.37,18.05
  └─ Profit Growth %,,80.52%,76.14%,59.84%,6.39%,28.66%
EPS in Rs,1.57,1.87,2.93,3.82,4.12,5.18
Dividend Payout %,13%,11%,10%,8%,0%,2%
