Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,10.07,14.14,14.03,20.92,18.17,11.07,18.14,26.96
  └─ Sales Growth %,,40.42%,-0.78%,49.11%,-13.15%,-39.08%,63.87%,48.62%
Expenses,9.62,13.82,13.09,19.25,16.68,9.71,17.57,25.74
  └─ Material Cost %,81%,86%,83%,83%,70%,67%,82%,86%
    └─ Raw material cost,9.48,10.63,11.82,19.27,12.08,8.61,14.44,24.36
    └─ Change in inventory,-1.35,1.56,-0.18,-1.93,0.68,-1.19,0.52,-1.12
  └─ Manufacturing Cost %,0%,0%,1%,1%,1%,3%,2%,0%
  └─ Employee Cost %,9%,6%,7%,5%,7%,12%,6%,4%
  └─ Other Cost %,5%,5%,2%,3%,13%,6%,6%,5%
Operating Profit,0.45,0.32,0.94,1.67,1.49,1.36,0.57,1.22
OPM %,4.47%,2.26%,6.70%,7.98%,8.20%,12.29%,3.14%,4.53%
Other Income,0.19,0.34,0.07,0.05,0.17,0.08,0.77,0.06
  └─ Exceptional items,0.19,-0.00,0.07,0.04,0.09,0.07,0.08,-0.00
  └─ Other income normal,-0.00,0.34,-0.00,0.01,0.08,0.01,0.69,0.06
Interest,0.19,-0.01,0.12,0.15,0.06,0.32,0.20,0.19
Depreciation,0.09,0.09,0.30,0.49,0.46,0.39,0.40,0.34
Profit before tax,0.36,0.58,0.59,1.08,1.14,0.73,0.74,0.75
Tax %,25.00%,25.86%,23.73%,22.22%,27.19%,27.40%,18.92%,26.67%
Net Profit,0.27,0.43,0.44,0.84,0.84,0.53,0.60,0.56
  └─ Exceptional items AT,0.14,0.00,0.05,0.03,0.06,0.05,0.06,0.00
  └─ Profit excl Excep,0.13,0.43,0.39,0.81,0.78,0.48,0.54,0.56
  └─ Profit for PE,0.13,0.43,0.39,0.81,0.78,0.48,0.54,0.56
  └─ Profit for EPS,0.27,0.43,0.44,0.84,0.84,0.53,0.60,0.56
  └─ Profit Growth %,,230.77%,-9.30%,107.69%,-3.70%,-38.46%,12.50%,3.70%
EPS in Rs,0.25,0.40,0.41,0.78,0.78,0.49,0.56,0.52
Dividend Payout %,0.00%,0.00%,0.00%,51.24%,51.24%,101.51%,53.80%,0.00%
