Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,3.27,4.92,11.96,15.66,20.92,32.39,22.57,26.68,19.36,22.19,26.24,23.08
  └─ Sales Growth %,,50.46%,143.09%,30.94%,33.59%,54.83%,-30.32%,18.21%,-27.44%,14.62%,18.25%,-12.04%
Expenses,3.08,4.40,10.13,12.95,19.59,29.70,28.46,28.44,24.56,21.17,25.71,24.61
  └─ Material Cost %,0%,0%,0%,0%,-24%,-2%,5%,9%,-2%,-0%,-1%,2%
    └─ Change in inventory,0.00,0.00,0.00,0.00,-5.04,-0.60,1.04,2.50,-0.42,-0.05,-0.14,0.53
  └─ Manufacturing Cost %,64%,63%,70%,50%,93%,78%,90%,83%,98%,85%,88%,0%
  └─ Employee Cost %,20%,18%,10%,10%,20%,12%,14%,11%,16%,8%,8%,9%
  └─ Other Cost %,10%,9%,5%,23%,5%,4%,17%,4%,16%,2%,2%,96%
Operating Profit,0.19,0.52,1.83,2.71,1.33,2.69,-5.89,-1.76,-5.20,1.02,0.53,-1.53
OPM %,5.81%,10.57%,15.30%,17.31%,6.36%,8.31%,-26.10%,-6.60%,-26.86%,4.60%,2.02%,-6.63%
Other Income,0.01,0.00,0.06,-0.12,0.30,0.04,0.19,0.20,0.22,0.04,0.13,0.19
  └─ Exceptional items,0.00,0.00,0.00,-0.22,0.00,-0.12,-0.03,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,0.01,0.00,0.06,0.10,0.30,0.16,0.22,0.20,0.22,0.04,0.13,0.19
Interest,0.05,0.05,0.04,0.09,0.03,0.07,0.01,0.01,0.01,0.08,0.05,0.01
Depreciation,0.12,0.15,0.27,0.38,0.71,0.81,0.83,0.81,0.53,0.88,0.45,0.42
Profit before tax,0.03,0.32,1.58,2.12,0.89,1.85,-6.54,-2.38,-5.52,0.10,0.16,-1.77
Tax %,133.33%,9.38%,7.59%,11.79%,24.72%,37.84%,-16.67%,-9.24%,-16.85%,100.00%,-25.00%,12.43%
Net Profit,-0.02,0.29,1.46,1.86,0.67,1.15,-5.45,-2.16,-4.59,0.00,0.20,-1.99
  └─ Minority share,0,0,-0,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,0,-0,0,-0,-0,0,0,0,0,0
  └─ Profit excl Excep,-0,0,1,2,1,1,-5,-2,-5,0,0,-2
  └─ Profit for PE,-0,0,1,2,1,1,-5,-2,-5,0,0,-2
  └─ Profit for EPS,-0,0,1,2,1,1,-5,-2,-5,0,0,-2
  └─ Profit Growth %,,1550%,400%,44%,-67%,76%,-541%,60%,-112%,100%,,-1095%
EPS in Rs,-0.50,3.22,12.08,1.86,0.69,1.13,-5.34,-2.12,-4.50,0.00,0.20,-1.60
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,66.29%,0.00%,-9.37%,0.00%,0.00%,,0.00%,0.00%
