Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,306,308,490,557,561,695,775
  └─ Sales Growth %,,0.66%,59.13%,13.50%,0.73%,23.91%,11.52%
Expenses,230,232,406,455,466,576,651
  └─ Material Cost %,43%,47%,57%,51%,54%,56%,57%
    └─ Raw material cost,134,147,290,306,294,391,452
    └─ Change in inventory,-1,-2,-9,-20,6,-2,-8
  └─ Manufacturing Cost %,8%,7%,7%,9%,10%,9%,5%
  └─ Employee Cost %,16%,14%,11%,11%,12%,11%,10%
  └─ Other Cost %,8%,7%,8%,10%,7%,7%,11%
Operating Profit,77,76,84,102,95,119,124
OPM %,25%,25%,17%,18%,17%,17%,16%
Other Income,11,9,9,11,10,12,14
  └─ Exceptional items,2.12,0.66,0.10,-0.04,0.43,0.25,2.40
  └─ Other income normal,9.25,8.62,8.77,11.15,9.57,11.57,11.64
Interest,2,2,4,5,7,7,6
Depreciation,9,9,12,17,22,24,27
Profit before tax,78,75,78,91,76,100,105
Tax %,20%,26%,25%,24%,24%,25%,23%
Net Profit,62,56,58,69,58,75,81
  └─ Exceptional items AT,2,0,0,-0,0,0,2
  └─ Profit excl Excep,60,55,58,69,57,75,79
  └─ Profit for PE,60,55,58,69,57,75,79
  └─ Profit for EPS,62,56,58,69,58,75,81
  └─ Profit Growth %,,-8%,5%,19%,-17%,31%,5%
EPS in Rs,21.24,19.11,19.97,23.70,19.73,25.70,27.66
Dividend Payout %,24%,26%,25%,21%,25%,23%,22%
