Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,326,466,576,601,590,659,859
  └─ Sales Growth %,,42.94%,23.56%,4.48%,-1.90%,11.74%,30.35%
Expenses,302,420,543,554,528,617,812
  └─ Material Cost %,76%,75%,79%,79%,76%,81%,84%
    └─ Raw material cost,248,356,463,468,446,543,721
    └─ Change in inventory,-1,-5,-7,6,1,-8,2
  └─ Manufacturing Cost %,10%,8%,6%,6%,7%,6%,0%
  └─ Employee Cost %,4%,3%,3%,3%,3%,3%,3%
  └─ Other Cost %,2%,3%,6%,4%,4%,4%,8%
Operating Profit,24,46,32,48,62,42,47
OPM %,7%,10%,6%,8%,11%,6%,5%
Other Income,0,0,0,0,0,8,0
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,4.20,0.00
  └─ Other income normal,0.21,0.06,0.29,0.33,0.13,3.48,0.33
Interest,10,10,11,15,14,12,12
Depreciation,11,12,12,15,16,17,18
Profit before tax,3,23,9,18,32,21,17
Tax %,29%,6%,41%,29%,34%,30%,28%
Net Profit,2,22,5,13,21,15,12
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,2.95,0.00
  └─ Profit excl Excep,2.09,21.63,5.49,12.70,21.33,11.59,12.34
  └─ Profit for PE,2.09,21.63,5.49,12.70,21.33,11.59,12.34
  └─ Profit for EPS,2.09,21.63,5.49,12.70,21.33,14.54,12.34
  └─ Profit Growth %,,934.93%,-74.62%,131.33%,67.95%,-45.66%,6.47%
EPS in Rs,2.46,25.45,6.46,14.94,25.22,17.19,14.58
Dividend Payout %,0%,11%,0%,0%,0%,6%,7%
