Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,401,390,470,570,690,720,775
  └─ Sales Growth %,,-2.68%,20.59%,21.11%,21.11%,4.43%,7.61%
Expenses,341,332,397,493,618,671,649
  └─ Material Cost %,40.92%,40.16%,42.00%,45.21%,42.18%,41.94%,37.89%
    └─ Raw material cost,167,156,214,262,301,307,297
    └─ Change in inventory,-3,1,-17,-5,-10,-5,-3
  └─ Manufacturing Cost %,4.97%,4.92%,6.32%,7.48%,7.61%,8.54%,0.00%
  └─ Employee Cost %,28.71%,29.86%,27.04%,25.78%,29.14%,30.80%,28.98%
  └─ Other Cost %,10.40%,10.21%,9.02%,8.09%,10.67%,11.91%,16.82%
Operating Profit,60,58,73,77,72,49,126
OPM %,15%,15%,16%,13%,10%,7%,16%
Other Income,9,13,10,10,12,14,21
  └─ Exceptional items,-0.04,0.00,-0.05,0.26,0.05,-0.03,0.00
  └─ Other income normal,8.70,12.57,9.69,9.99,11.54,14.53,20.72
Interest,4,4,4,6,5,6,6
Depreciation,24,21,20,20,28,27,36
Profit before tax,40,46,59,61,51,30,106
Tax %,22%,22%,16%,18%,22%,30%,22%
Net Profit,32,36,50,50,40,21,82
  └─ Minority share,-1,-1,-3,-3,-0,1,-1
  └─ Exceptional items AT,-0,0,-0,0,0,-0,0
  └─ Profit excl Excep,32,36,50,49,40,21,82
  └─ Profit for PE,30,35,47,47,40,23,82
  └─ Profit for EPS,30,35,47,47,40,23,82
  └─ Profit Growth %,,14%,36%,-1%,-15%,-43%,260%
EPS in Rs,20.78,23.75,32.18,16.01,10.38,5.89,21.15
Dividend Payout %,0%,0%,0%,0%,0%,0%,9%
