Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,933,870,758,841,1295,1361,2217,2520,2420
  └─ Sales Growth %,,-6.74%,-12.88%,10.92%,54.01%,5.11%,62.93%,13.66%,-3.96%
Expenses,491,461,432,487,749,886,1284,1405,1572
  └─ Manufacturing Cost %,11.84%,10.42%,11.41%,14.16%,16.36%,20.23%,21.62%,19.82%,0.00%
  └─ Employee Cost %,22.63%,29.52%,29.25%,25.20%,25.08%,26.36%,20.64%,23.47%,28.41%
  └─ Other Cost %,18.23%,13.01%,16.33%,18.54%,16.38%,18.51%,15.67%,12.47%,36.55%
Operating Profit,441,409,326,354,546,475,933,1115,848
OPM %,47%,47%,43%,42%,42%,35%,42%,44%,35%
Other Income,14,6,134,27,22,10,14,48,183
  └─ Exceptional items,1,1,104,7,11,3,7,44,0
  └─ Other income normal,13,5,30,20,11,7,7,3,183
Interest,145,115,103,50,102,77,150,183,210
Depreciation,37,42,55,46,63,67,114,55,65
Profit before tax,274,258,301,285,402,341,683,925,756
Tax %,34%,34%,22%,23%,24%,27%,25%,23%,25%
Net Profit,181,171,234,220,306,250,513,713,564
  └─ Minority share,0,0,0,0,0,0,-1,-1,-2
  └─ Exceptional items AT,0,0,81,5,8,2,5,34,0
  └─ Profit excl Excep,180,171,153,215,298,248,508,679,564
  └─ Profit for PE,180,171,153,215,298,248,507,678,561
  └─ Profit for EPS,181,171,234,220,306,250,512,712,561
  └─ Profit Growth %,,-5%,-10%,41%,38%,-17%,104%,34%,-17%
EPS in Rs,96.47,91.58,7.32,7.27,10.07,8.19,16.64,22.98,18.02
Dividend Payout %,0%,0%,27%,14%,30%,37%,18%,13%,0%
