Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,367,458,505,845,956,1406,2002,3569,4023,4576,4408
  └─ Sales Growth %,,24.55%,10.35%,67.28%,13.21%,47.05%,42.37%,78.28%,12.72%,13.73%,-3.66%
Expenses,288,375,433,758,855,1231,1782,3124,3510,4046,3871
  └─ Material Cost %,68%,71%,67%,79%,80%,80%,79%,78%,79%,79%,77%
    └─ Raw material cost,251,325,341,667,764,1129,1583,2783,3163,3625,3401
  └─ Manufacturing Cost %,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%
  └─ Employee Cost %,6%,6%,10%,7%,6%,4%,6%,6%,5%,6%,7%
  └─ Other Cost %,3%,5%,8%,4%,3%,3%,3%,4%,3%,3%,4%
Operating Profit,80,82,72,87,101,175,220,445,514,529,537
OPM %,22%,18%,14%,10%,11%,12%,11%,12%,13%,12%,12%
Other Income,4,5,5,8,-3,16,20,39,57,28,-82
  └─ Exceptional items,-0,-0,0,0,-15,0,0,-0,17,-18,-136
  └─ Other income normal,5,6,5,8,12,16,20,39,40,46,54
Interest,1,1,7,12,6,4,7,22,30,42,11
Depreciation,3,5,12,17,23,26,38,82,86,89,92
Profit before tax,80,81,57,65,69,162,195,382,455,426,353
Tax %,22%,25%,17%,15%,16%,18%,13%,13%,15%,22%,27%
Net Profit,63,61,48,56,58,133,170,333,389,334,257
  └─ Minority share,0,0,1,1,0,1,-4,-6,-14,-15,-18
  └─ Exceptional items AT,-0,-0,0,0,-12,0,0,-0,14,-14,-91
  └─ Profit excl Excep,63,61,48,56,71,133,170,333,375,347,348
  └─ Profit for PE,63,61,49,57,71,133,166,327,362,332,324
  └─ Profit for EPS,63,61,49,57,58,133,166,327,375,319,239
  └─ Profit Growth %,,-3%,-20%,17%,24%,88%,25%,97%,11%,-8%,-2%
EPS in Rs,31.37,12.13,9.74,11.38,11.65,23.10,26.36,52.38,59.74,50.61,37.94
Dividend Payout %,35%,0%,15%,13%,13%,9%,19%,21%,18%,22%,29%
