Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,82,100,92,77,76,71,95,85,87,106,129
  └─ Sales Growth %,,22.79%,-8.74%,-15.66%,-1.47%,-7.38%,34.33%,-10.35%,2.00%,22.02%,21.50%
Expenses,70,84,66,61,62,56,78,69,70,90,116
  └─ Material Cost %,56%,39%,0%,0%,0%,0%,0%,0%,0%,0%,0%
    └─ Raw material cost,45.63,38.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Manufacturing Cost %,23%,40%,67%,61%,69%,65%,71%,70%,61%,70%,0%
  └─ Employee Cost %,5%,3%,3%,15%,11%,12%,9%,9%,17%,13%,12%
  └─ Other Cost %,1%,2%,2%,2%,2%,1%,2%,2%,3%,2%,79%
Operating Profit,12,16,25,17,14,15,17,16,17,16,12
OPM %,15%,16%,28%,22%,18%,21%,18%,19%,19%,15%,10%
Other Income,2,1,0,1,0,1,0,0,0,0,0
  └─ Other income normal,1.75,1.15,0.40,0.90,0.28,0.55,0.10,0.15,0.09,0.14,0.14
Interest,0,0,0,0,0,0,0,0,0,1,1
Depreciation,7,3,4,5,6,6,6,6,7,3,4
Profit before tax,6,14,22,13,8,10,11,10,10,11,7
Tax %,15%,27%,30%,22%,25%,28%,25%,25%,20%,26%,28%
Net Profit,5,10,15,10,6,7,8,8,8,8,5
  └─ Profit excl Excep,5.38,10.26,14.99,9.99,6.25,7.00,8.30,7.58,7.89,8.41,5.20
  └─ Profit for PE,5.38,10.26,14.99,9.99,6.25,7.00,8.30,7.58,7.89,8.41,5.20
  └─ Profit for EPS,5.38,10.26,14.99,9.99,6.25,7.00,8.30,7.58,7.89,8.41,5.20
  └─ Profit Growth %,,90.71%,46.10%,-33.36%,-37.44%,12.00%,18.57%,-8.67%,4.09%,6.59%,-38.17%
EPS in Rs,3.81,7.20,9.41,4.36,2.73,3.05,3.62,3.31,3.44,3.62,2.22
Dividend Payout %,0%,12%,11%,23%,18%,20%,17%,18%,22%,14%,0%
