Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,691,784,762,881,988,1362,1624,1874,2044
  └─ Sales Growth %,,13.47%,-2.75%,15.56%,12.20%,37.84%,19.22%,15.39%,9.06%
Expenses,604,687,669,739,865,1187,1381,1622,1786
  └─ Material Cost %,55%,54%,53%,52%,56%,55%,53%,54%,55%
    └─ Raw material cost,390,420,412,468,552,761,874,1022,1116
    └─ Change in inventory,-7,4,-4,-7,-0,-7,-8,-13,4
  └─ Manufacturing Cost %,6%,7%,7%,6%,6%,6%,6%,5%,0%
  └─ Employee Cost %,14%,15%,16%,15%,15%,13%,13%,14%,14%
  └─ Other Cost %,12%,12%,11%,11%,11%,13%,13%,14%,18%
Operating Profit,86,97,93,141,123,175,243,252,258
OPM %,12%,12%,12%,16%,12%,13%,15%,13%,13%
Other Income,2,2,3,10,6,12,19,29,31
  └─ Exceptional items,-0.18,0.07,0.06,-0.02,0.47,0.28,0.29,0.35,0.00
  └─ Other income normal,1.74,2.29,2.83,10.19,5.85,11.74,18.79,28.72,31.13
Interest,7,13,16,10,7,13,12,13,12
Depreciation,28,35,42,45,46,53,61,76,90
Profit before tax,53,51,39,97,76,121,188,192,187
Tax %,32%,35%,22%,26%,25%,25%,25%,25%,25%
Net Profit,36,33,30,72,57,90,140,143,141
  └─ Exceptional items AT,-0,0,0,-0,0,0,0,0,0
  └─ Profit excl Excep,36,33,30,72,57,90,140,143,141
  └─ Profit for PE,36,33,30,72,57,90,140,143,141
  └─ Profit for EPS,36,33,30,72,57,90,140,143,141
  └─ Profit Growth %,,-8%,-9%,139%,-21%,58%,56%,2%,-1%
EPS in Rs,1.25,1.16,1.06,2.46,1.94,3.06,4.77,4.67,4.59
Dividend Payout %,12%,13%,14%,20%,26%,20%,14%,26%,28%
