Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,8.17,8.24,68.48,71.10
  └─ Sales Growth %,,0.86%,731.07%,3.83%
Expenses,8.71,8.05,67.02,76.70
  └─ Material Cost %,92%,84%,97%,91%
    └─ Raw material cost,8,6,66,65
    └─ Change in inventory,-1,1,1,0
  └─ Manufacturing Cost %,0%,0%,0%,0%
  └─ Employee Cost %,2%,1%,0%,0%
  └─ Other Cost %,13%,13%,1%,17%
Operating Profit,-0.54,0.19,1.46,-5.60
OPM %,-6.61%,2.31%,2.13%,-7.88%
Other Income,1.30,1.32,2.59,2.23
  └─ Other income normal,1.30,1.32,2.59,2.23
Interest,-0.00,0.02,0.02,-0.00
Depreciation,0.04,0.08,0.13,0.30
Profit before tax,0.72,1.41,3.90,-3.67
Tax %,27.78%,29.08%,26.15%,-0.00%
Net Profit,0.52,1.00,2.88,-3.68
  └─ Profit excl Excep,1,1,3,-4
  └─ Profit for PE,1,1,3,-4
  └─ Profit for EPS,1,1,3,-4
  └─ Profit Growth %,,92%,188%,-228%
EPS in Rs,0.00,0.01,0.02,-0.03
Dividend Payout %,-0.00%,-0.00%,-0.00%,-0.00%
