Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,114,148,192,201,237,255,233
  └─ Sales Growth %,,30.14%,29.47%,4.48%,17.79%,7.59%,-8.48%
Expenses,113,124,162,177,190,200,211
  └─ Material Cost %,46.85%,44.31%,44.37%,45.75%,42.58%,39.23%,45.42%
    └─ Raw material cost,60,66,92,87,91,108,98
    └─ Change in inventory,-6,-0,-7,5,10,-8,8
  └─ Manufacturing Cost %,0.75%,0.46%,7.13%,6.14%,6.11%,7.33%,0.00%
  └─ Employee Cost %,27.17%,20.84%,19.13%,19.87%,18.51%,18.72%,21.22%
  └─ Other Cost %,24.09%,17.96%,13.79%,16.38%,13.07%,13.25%,23.84%
Operating Profit,1,24,30,24,47,55,22
OPM %,1%,16%,16%,12%,20%,21%,10%
Other Income,4,1,4,9,5,5,3
  └─ Exceptional items,0.00,0.53,0.09,0.03,0.01,0.00,-3.06
  └─ Other income normal,4.01,0.22,4.23,9.15,4.69,4.85,5.68
Interest,2,1,1,1,2,1,1
Depreciation,2,3,4,3,3,3,4
Profit before tax,1,20,30,29,46,55,20
Tax %,30%,27%,27%,21%,23%,26%,23%
Net Profit,1,15,22,23,36,41,15
  └─ Exceptional items AT,0,0,0,0,0,0,-2
  └─ Profit excl Excep,1,14,22,22,36,41,17
  └─ Profit for PE,1,14,22,22,36,41,17
  └─ Profit for EPS,1,15,22,23,36,41,15
  └─ Profit Growth %,,1293%,51%,4%,58%,14%,-57%
EPS in Rs,36.12,495.96,730.15,75.74,130.28,16.56,6.12
Dividend Payout %,14%,0%,1%,1%,0%,3%,0%
