Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,30.30,6.23,32.58,12.98,22.84,20.90,18.41,25.80,33.48,52.21
  └─ Sales Growth %,,-79%,423%,-60%,76%,-8%,-12%,40%,30%,56%
Expenses,24.60,9.79,35.95,15.53,24.98,23.65,25.55,30.25,39.07,59.62
  └─ Material Cost %,17%,91%,98%,94%,94%,95%,96%,96%,95%,96%
    └─ Raw material cost,5,6,32,12,22,20,18,25,32,50
    └─ Change in inventory,-0,0,0,0,0,0,0,0,0,0
  └─ Manufacturing Cost %,14%,2%,1%,0%,0%,0%,0%,0%,0%,0%
  └─ Employee Cost %,37%,37%,7%,17%,10%,12%,17%,11%,13%,4%
  └─ Other Cost %,13%,27%,5%,8%,5%,6%,26%,11%,8%,14%
Operating Profit,5.70,-3.56,-3.37,-2.55,-2.14,-2.75,-7.14,-4.45,-5.59,-7.41
OPM %,18.81%,-57.14%,-10.34%,-19.65%,-9.37%,-13.16%,-38.78%,-17.25%,-16.70%,-14.19%
Other Income,13.98,93.03,22.59,8.64,27.00,46.19,35.05,14.98,13.39,8.61
  └─ Exceptional items,0.00,64.64,0.70,0.31,-6.95,0.66,2.45,-1.18,-10.68,0.00
  └─ Other income normal,13.98,28.39,21.89,8.33,33.95,45.53,32.60,16.16,24.07,8.61
Interest,1.20,0.07,0.04,0.06,0.34,0.26,0.58,0.12,0.07,0.08
Depreciation,2.93,0.78,0.68,0.63,0.60,0.59,0.43,0.45,0.37,0.35
Profit before tax,15.55,88.62,18.50,5.40,23.92,42.59,26.90,9.96,7.36,0.77
Tax %,5.59%,19.15%,4.00%,10.00%,109.32%,23.24%,22.97%,25.00%,58.70%,-5.19%
Net Profit,14.68,71.65,17.76,4.86,-2.24,32.69,20.72,7.47,3.04,0.81
  └─ Exceptional items AT,0,51,1,0,1,1,2,1,0,0
  └─ Profit excl Excep,15,20,17,5,-3,32,19,7,3,1
  └─ Profit for PE,15,20,17,5,-3,32,19,7,3,1
  └─ Profit for EPS,15,72,18,5,-2,33,21,7,3,1
  └─ Profit Growth %,,38%,-16%,-73%,-163%,1213%,-41%,-65%,-56%,-72%
EPS in Rs,22.30,108.83,26.98,7.38,-3.40,49.65,31.47,11.35,4.62,1.23
Dividend Payout %,4.49%,1.84%,7.42%,27.12%,-58.84%,5.04%,7.95%,22.05%,43.36%,162.72%
