Metric,Mar 2011,Mar 2012,Mar 2013,Mar 2014
Sales,210,256,178,163
  └─ Sales Growth %,,21.77%,-30.46%,-8.66%
Expenses,191,231,166,159
  └─ Material Cost %,21%,22%,28%,31%
    └─ Raw material cost,44.69,57.78,50.18,49.93
    └─ Change in inventory,-0.05,-0.38,0.26,0.01
  └─ Manufacturing Cost %,58%,1%,51%,54%
  └─ Employee Cost %,6%,5%,7%,7%
  └─ Other Cost %,6%,62%,7%,7%
Operating Profit,19,25,12,4
OPM %,9%,10%,7%,2%
Other Income,1,3,17,15
  └─ Exceptional items,0.19,2.62,16.22,13.96
  └─ Other income normal,1.29,0.53,0.60,0.82
Interest,7,13,12,10
Depreciation,5,8,10,9
Profit before tax,9,7,8,-0
Tax %,35%,29%,20%,-198%
Net Profit,6,5,6,0
  └─ Exceptional items AT,0,3,14,14
  └─ Profit excl Excep,6,2,-8,-13
  └─ Profit for PE,6,2,-8,-13
  └─ Profit for EPS,6,5,6,0
  └─ Profit Growth %,,-61%,-467%,-62%
EPS in Rs,10.85,8.97,11.43,0.78
Dividend Payout %,14%,17%,13%,129%
