Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,0,0,0,0,185,239,321,305,247
  └─ Sales Growth %,,-100.00%,,,,29.45%,34.37%,-5.05%,-19.00%
Expenses,0,0,0,1,171,220,289,268,226
  └─ Material Cost %,100%,,,125%,86%,80%,71%,64%,77%
    └─ Raw material cost,0,0,0,0,158,193,241,192,187
    └─ Change in inventory,0,0,0,0,0,-1,-11,3,4
  └─ Manufacturing Cost %,0%,,,62%,0%,0%,0%,0%,0%
  └─ Employee Cost %,633%,,,525%,3%,4%,4%,4%,4%
  └─ Other Cost %,533%,,,625%,3%,8%,15%,20%,11%
Operating Profit,-0,-0,-0,-1,14,19,32,37,21
OPM %,-1167%,,,-1238%,8%,8%,10%,12%,8%
Other Income,0,0,0,0,1,0,0,0,7
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.21,0.05,0.00,0.00
  └─ Other income normal,0.38,0.24,0.14,0.10,0.58,0.15,0.16,0.41,6.53
Interest,0,0,0,0,0,1,5,20,19
Depreciation,0,0,0,0,2,5,7,7,6
Profit before tax,0,0,-0,-1,12,13,20,10,3
Tax %,50%,,0%,1%,30%,33%,33%,36%,32%
Net Profit,0,0,-0,-1,8,9,13,6,2
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,0,0,-0,-1,8,9,13,6,2
  └─ Profit for PE,0,0,-0,-1,8,9,13,6,2
  └─ Profit for EPS,0,0,-0,-1,8,9,13,6,2
  └─ Profit Growth %,,-100%,,-441%,,3%,54%,-53%,-70%
EPS in Rs,0.00,0.00,-0.02,-0.10,0.28,0.29,0.44,0.21,0.06
Dividend Payout %,0%,,0%,0%,0%,29%,29%,41%,0%
