Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,12.08,13.75,9.82,9.40,5.83,9.72,1.96,1.82
  └─ Sales Growth %,,13.82%,-28.58%,-4.28%,-37.98%,66.72%,-79.84%,-7.14%
Expenses,8.81,9.38,5.87,5.93,8.22,8.41,6.21,0.80
  └─ Material Cost %,0%,0%,0%,0%,2%,-4%,51%,-49%
    └─ Raw material cost,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14
    └─ Change in inventory,0.00,0.00,0.00,0.00,0.11,-0.38,0.99,-1.03
  └─ Manufacturing Cost %,21%,18%,16%,16%,29%,24%,55%,0%
  └─ Employee Cost %,35%,37%,29%,33%,68%,39%,105%,34%
  └─ Other Cost %,17%,13%,15%,14%,42%,27%,106%,59%
Operating Profit,3.27,4.37,3.95,3.47,-2.39,1.31,-4.25,1.02
OPM %,27.07%,31.78%,40.22%,36.91%,-40.99%,13.48%,-216.84%,56.04%
Other Income,0.23,0.11,0.03,0.42,0.69,0.11,0.11,0.16
  └─ Exceptional items,0.23,0.02,0.02,0.00,0.00,0.04,0.00,0.00
  └─ Other income normal,0.00,0.09,0.01,0.42,0.69,0.07,0.11,0.16
Interest,1.69,1.95,2.14,2.35,5.89,5.75,4.07,0.78
Depreciation,0.71,1.19,1.25,1.32,2.67,4.50,4.42,0.39
Profit before tax,1.10,1.34,0.59,0.22,-10.26,-8.83,-12.63,0.01
Tax %,36.36%,24.63%,23.73%,40.91%,1.75%,-2.49%,5.23%,-900.00%
Net Profit,0.70,1.01,0.45,0.14,-10.44,-8.61,-13.29,0.11
  └─ Minority share,0,-0,0,-0,4,6,9,0
  └─ Exceptional items AT,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,1,1,0,0,-10,-9,-13,0
  └─ Profit for PE,1,1,0,0,-6,-2,-5,0
  └─ Profit for EPS,1,1,0,0,-6,-2,-5,0
  └─ Profit Growth %,,75%,-55%,-80%,-7300%,64%,-105%,102%
EPS in Rs,1.11,1.58,0.71,0.14,-10.27,-3.68,-7.56,0.15
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
