Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,2470,1894,1927,2558,3529,3244,2660,4446,5774,6420,8404,8189
  └─ Sales Growth %,8.46%,-23.32%,1.73%,32.75%,37.95%,-8.08%,-18.01%,67.19%,29.86%,11.18%,30.91%,-2.56%
Expenses,2319,1729,1662,2175,2912,2778,2143,3793,5043,5383,7067,7146
  └─ Material Cost %,79%,71%,64%,65%,65%,68%,60%,70%,75%,70%,69%,70%
    └─ Raw material cost,1897,1309,1221,1662,2352,2186,1583,3169,4356,4536,5854,5688
    └─ Change in inventory,43,36,15,8,-55,4,26,-35,-4,-70,-44,31
  └─ Manufacturing Cost %,4%,6%,6%,6%,5%,4%,6%,4%,3%,4%,4%,0%
  └─ Employee Cost %,3%,4%,4%,4%,4%,4%,5%,4%,4%,4%,5%,6%
  └─ Other Cost %,9%,11%,11%,9%,9%,9%,9%,7%,5%,6%,6%,12%
Operating Profit,151,165,265,383,616,465,517,653,731,1037,1337,1043
OPM %,6%,9%,14%,15%,17%,14%,19%,15%,13%,16%,16%,13%
Other Income,14,16,12,23,20,28,19,28,41,37,47,14
  └─ Exceptional items,-0.08,4.04,1.45,3.48,7.82,8.90,4.31,9.08,19.49,0.29,2.67,-25.04
  └─ Other income normal,14.20,12.45,10.21,19.53,11.95,19.10,15.10,19.12,21.10,37.03,44.20,38.59
Interest,95,72,51,41,37,46,34,29,53,181,461,423
Depreciation,58,62,61,61,66,92,110,121,137,217,346,373
Profit before tax,12,47,165,304,533,355,392,532,582,676,577,261
Tax %,14%,66%,58%,24%,28%,19%,20%,20%,24%,27%,25%,24%
Net Profit,10,16,69,230,383,288,314,426,442,491,435,198
  └─ Minority share,0,0,1,-1,1,-1,-0,-0,-0,-0,-0,-0
  └─ Exceptional items AT,-0,1,1,2,6,7,3,7,15,0,2,-17
  └─ Profit excl Excep,10,15,68,227,377,280,311,419,428,491,433,215
  └─ Profit for PE,11,15,69,226,378,279,310,419,427,491,433,215
  └─ Profit for EPS,11,16,69,229,384,287,314,426,442,491,435,198
  └─ Profit Growth %,113%,36%,372%,230%,67%,-26%,11%,35%,2%,15%,-12%,-50%
EPS in Rs,0.31,0.46,2.01,6.64,11.13,8.31,9.10,11.29,11.70,13.01,11.51,5.03
Dividend Payout %,32%,54%,30%,11%,16%,42%,38%,44%,47%,42%,48%,119%
