Metric,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Sales,803,852,939,1051,1019,951,925,637,808,560,507,928
  └─ Sales Growth %,,6%,10%,12%,-3%,-7%,-3%,-31%,27%,-31%,-9%,83%
Expenses,689,871,837,947,950,889,863,698,807,560,493,868
  └─ Material Cost %,63%,77%,65%,66%,68%,67%,68%,78%,76%,77%,73%,74%
    └─ Raw material cost,547,621,621,705,683,631,636,469,609,428,367,709
    └─ Change in inventory,-43,34,-12,-16,8,4,-6,30,9,2,4,-23
  └─ Manufacturing Cost %,13%,12%,13%,13%,14%,14%,12%,13%,12%,12%,12%,10%
  └─ Employee Cost %,6%,6%,6%,7%,7%,8%,8%,10%,7%,8%,8%,6%
  └─ Other Cost %,4%,7%,5%,5%,4%,5%,6%,8%,4%,3%,4%,3%
Operating Profit,114,-19,102,104,69,62,61,-61,2,-0,15,59
OPM %,14%,-2%,11%,10%,7%,6%,7%,-10%,0%,-0%,3%,6%
Other Income,5,22,13,24,-10,52,12,3,2,177,3,3
  └─ Exceptional items,0.95,13.88,3.73,14.10,-32.20,8.68,-0.37,-1.88,-0.64,174.09,-0.07,0.34
  └─ Other income normal,4.24,8.29,9.66,9.56,21.97,43.24,12.68,5.31,2.95,3.19,2.60,2.82
Interest,57,86,76,88,91,90,77,84,60,60,59,64
Depreciation,39,45,52,48,42,38,30,30,18,16,15,14
Profit before tax,23,-127,-13,-8,-74,-15,-33,-172,-74,102,-57,-16
Tax %,40%,-18%,-48%,-18%,-40%,0%,0%,0%,0%,0%,0%,0%
Net Profit,14,-100,-7,-6,-45,-15,-33,-172,-74,102,-57,-16
  └─ Minority share,2,4,2,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,1,14,4,14,-32,9,-0,-2,-1,174,-0,0
  └─ Profit excl Excep,13,-114,-10,-21,-13,-24,-33,-170,-73,-72,-57,-16
  └─ Profit for PE,16,-110,-8,-21,-13,-24,-33,-170,-73,-72,-57,-16
  └─ Profit for EPS,16,-96,-5,-6,-45,-15,-33,-172,-74,102,-57,-16
  └─ Profit Growth %,,-800%,93%,-167%,38%,-86%,-40%,-413%,57%,2%,22%,72%
EPS in Rs,0.77,-4.55,-0.21,-0.25,-1.54,-0.52,-1.15,-5.90,-2.54,3.50,-1.95,-0.53
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%
