Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1342,1685,2359,3062,3494,3446,3211,3724,3291,4786,4410,4091
  └─ Sales Growth %,33.34%,25.51%,40.04%,29.78%,14.11%,-1.37%,-6.81%,15.98%,-11.65%,45.44%,-7.85%,-7.23%
Expenses,448,459,582,767,743,933,1009,1296,1170,2017,2087,1581
  └─ Manufacturing Cost %,1.68%,1.14%,0.34%,0.75%,0.76%,0.79%,0.80%,0.73%,7.53%,6.96%,8.81%,0.00%
  └─ Employee Cost %,17.62%,15.76%,17.00%,12.94%,12.17%,11.55%,13.81%,14.79%,18.99%,16.68%,21.91%,25.76%
  └─ Other Cost %,14.05%,10.36%,7.33%,11.34%,8.35%,14.74%,16.81%,19.27%,9.04%,18.51%,16.61%,12.89%
Operating Profit,895,1225,1777,2295,2751,2513,2202,2429,2120,2768,2323,2510
OPM %,67%,73%,75%,75%,79%,73%,69%,65%,64%,58%,53%,61%
Other Income,61,-0,-0,35,6,8,15,39,53,-801,43,148
  └─ Exceptional items,-0,-0,-0,-0,-0,-0,-0,-0,0,-846,1,-21
  └─ Other income normal,61,0,0,35,6,8,15,39,52,46,42,169
Interest,420,512,782,1139,1446,1386,1111,1082,1179,1562,1305,999
Depreciation,18,20,23,26,27,41,40,38,42,53,64,78
Profit before tax,517,693,972,1165,1283,1094,1067,1348,953,353,997,1580
Tax %,30%,32%,34%,33%,35%,29%,24%,26%,26%,92%,23%,26%
Net Profit,379,526,649,785,837,778,808,992,709,31,774,1201
  └─ Profit from Associates,19,55,12,2,1,0,2,0,0,3,2,24
  └─ Minority share,-49,-125,-179,-184,-265,-233,-218,-219,-112,379,48,1
  └─ Exceptional items AT,-0,-0,-0,-0,-0,-0,-0,-0,0,-34,1,-16
  └─ Profit excl Excep,379,526,649,785,837,778,808,992,709,65,773,1217
  └─ Profit for PE,331,400,470,601,572,545,590,773,597,444,821,1218
  └─ Profit for EPS,331,400,470,601,572,545,590,773,597,410,821,1202
  └─ Profit Growth %,57%,21%,17%,28%,-5%,-5%,8%,31%,-23%,-26%,85%,48%
EPS in Rs,4.22,5.08,5.92,7.17,6.81,6.48,6.19,8.10,6.26,4.29,8.59,12.57
Dividend Payout %,32%,29%,25%,25%,15%,3%,8%,20%,29%,47%,31%,14%
