Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1432,0,1138,1761,2298,2462,2660,3216
  └─ Sales Growth %,,-100.00%,,54.71%,30.50%,7.16%,8.04%,20.89%
Expenses,419,5,300,385,751,691,741,779
  └─ Material Cost %,0.00%,,0.02%,0.03%,0.07%,0.00%,0.00%,0.01%
    └─ Raw material cost,0.00,0.00,0.20,0.60,1.50,0.10,0.00,0.30
  └─ Manufacturing Cost %,18.26%,,11.84%,10.05%,21.39%,15.30%,12.38%,6.10%
  └─ Employee Cost %,0.32%,,1.03%,1.29%,1.25%,1.21%,1.14%,1.14%
  └─ Other Cost %,10.67%,,13.47%,10.50%,9.97%,11.54%,14.33%,16.95%
Operating Profit,1013,-5,838,1376,1547,1772,1920,2438
OPM %,71%,,74%,78%,67%,72%,72%,76%
Other Income,260,0,22,-68,-110,-22,12,50
  └─ Exceptional items,1,0,1,-83,-133,-36,-3,-45
  └─ Other income normal,260,0,21,15,23,14,15,95
Interest,446,0,171,264,343,457,557,836
Depreciation,220,0,209,329,355,383,406,479
Profit before tax,607,-5,479,714,738,911,968,1172
Tax %,15%,0%,30%,37%,58%,38%,47%,41%
Net Profit,515,-5,335,447,308,561,514,694
  └─ Minority share,-36,0,-27,-24,-25,-36,-37,-42
  └─ Exceptional items AT,0,0,1,-52,-56,-22,-2,-26
  └─ Profit excl Excep,515,-5,334,499,364,584,516,721
  └─ Profit for PE,478,-5,307,473,335,546,478,677
  └─ Profit for EPS,479,-5,307,424,284,525,476,652
  └─ Profit Growth %,,-101%,6363%,54%,-29%,63%,-12%,42%
EPS in Rs,,,5.18,7.15,4.78,8.85,7.82,10.05
Dividend Payout %,0%,0%,185%,258%,399%,216%,278%,122%
