Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018
Sales,1.47,1.48,2.63,3.91
  └─ Sales Growth %,,0.68%,77.70%,48.67%
Expenses,7.23,2.90,7.19,4.23
  └─ Material Cost %,107%,101%,94%,80%
    └─ Raw material cost,1.48,2.12,2.18,3.59
    └─ Change in inventory,0.10,-0.62,0.28,-0.48
  └─ Manufacturing Cost %,63%,59%,153%,8%
  └─ Employee Cost %,22%,27%,14%,11%
  └─ Other Cost %,299%,9%,13%,10%
Operating Profit,-5.76,-1.42,-4.56,-0.32
OPM %,-391.84%,-95.95%,-173.38%,-8.18%
Other Income,6.04,1.62,4.97,0.28
  └─ Exceptional items,0.00,0.00,-0.01,0.01
  └─ Other income normal,6.04,1.62,4.98,0.27
Interest,0.05,0.05,0.06,0.04
Depreciation,0.15,0.15,0.10,0.09
Profit before tax,0.08,0.00,0.25,-0.17
Tax %,25.00%,,32.00%,0.00%
Net Profit,0.06,0.00,0.17,-0.17
  └─ Exceptional items AT,0,0,0,0
  └─ Profit excl Excep,0,0,0,-0
  └─ Profit for PE,0,0,0,-0
  └─ Profit for EPS,0,0,0,-0
  └─ Profit Growth %,,-100%,,-206%
EPS in Rs,0.13,0.00,0.36,-0.36
Dividend Payout %,0.00%,,0.00%,0.00%
