Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,57,63,65,50,71,88,96,108,122
  └─ Sales Growth %,,10.72%,4.20%,-23.11%,41.69%,24.48%,8.84%,12.67%,12.05%
Expenses,50,55,58,43,58,75,82,93,104
  └─ Material Cost %,57%,60%,61%,56%,57%,59%,57%,56%,56%
    └─ Raw material cost,35,38,39,27,40,55,59,64,68
    └─ Change in inventory,-2,-0,1,1,1,-2,-4,-3,-0
  └─ Manufacturing Cost %,17%,14%,14%,17%,14%,14%,14%,13%,0%
  └─ Employee Cost %,9%,8%,8%,9%,8%,7%,10%,12%,10%
  └─ Other Cost %,5%,5%,5%,4%,3%,4%,4%,4%,19%
Operating Profit,7,8,7,7,13,14,14,15,18
OPM %,12%,12%,11%,14%,18%,16%,15%,14%,15%
Other Income,1,1,1,-1,2,-1,1,1,0
  └─ Exceptional items,0.00,-0.08,0.00,-1.73,1.16,-2.39,0.00,-0.36,-0.71
  └─ Other income normal,0.56,0.84,0.56,0.80,1.03,1.24,1.30,1.48,0.89
Interest,1,1,2,1,1,2,2,3,3
Depreciation,1,2,2,2,2,2,4,7,8
Profit before tax,5,5,5,4,12,9,10,7,7
Tax %,29%,28%,26%,31%,26%,26%,26%,26%,28%
Net Profit,3,4,4,3,9,6,7,5,5
  └─ Exceptional items AT,0.00,-0.05,0.00,-1.19,0.87,-1.49,0.00,-0.26,-0.45
  └─ Profit excl Excep,3.43,3.97,3.51,3.91,8.25,7.84,7.43,5.25,5.37
  └─ Profit for PE,3.43,3.97,3.51,3.91,8.25,7.84,7.43,5.25,5.37
  └─ Profit for EPS,3.43,3.92,3.51,2.72,9.12,6.35,7.43,4.99,4.92
  └─ Profit Growth %,,15.74%,-11.59%,11.40%,111.00%,-4.97%,-5.23%,-29.34%,2.29%
EPS in Rs,3.07,3.51,3.15,2.44,8.17,5.69,6.66,3.76,3.71
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%
