Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,3156,3255,3303,3855,4558,3723,3644,4902,5663,5666,5955,6289
  └─ Sales Growth %,15.35%,3.13%,1.48%,16.71%,18.24%,-18.31%,-2.12%,34.51%,15.52%,0.06%,5.10%,5.60%
Expenses,2781,3012,2712,3173,3756,3130,2980,4101,4809,4777,5010,5289
  └─ Material Cost %,40.82%,40.60%,37.58%,38.71%,40.74%,40.97%,39.16%,42.05%,43.96%,41.59%,39.52%,39.52%
    └─ Raw material cost,1354,1312,1261,1520,1954,1469,1471,2172,2555,2372,2465,2545
    └─ Change in inventory,-65,9,-20,-28,-97,57,-44,-111,-65,-15,-112,-60
  └─ Manufacturing Cost %,26.00%,25.35%,26.28%,26.04%,25.34%,25.07%,25.86%,25.77%,25.90%,27.03%,28.64%,28.07%
  └─ Employee Cost %,13.98%,14.07%,11.41%,10.71%,10.08%,11.68%,10.98%,9.92%,9.16%,9.77%,9.51%,9.30%
  └─ Other Cost %,7.31%,12.50%,6.85%,6.86%,6.26%,6.33%,5.78%,5.92%,5.90%,5.91%,6.47%,7.22%
Operating Profit,375,243,590,681,802,594,664,801,853,889,945,999
OPM %,12%,7%,18%,18%,18%,16%,18%,16%,15%,16%,16%,16%
Other Income,17,85,12,22,26,27,27,39,45,52,27,63
  └─ Exceptional items,0,-117,-4,-0,-1,0,5,3,7,-0,-1,-16
  └─ Other income normal,17,202,15,22,27,27,23,37,37,52,28,79
Interest,94,73,39,37,46,58,26,29,40,32,34,38
Depreciation,116,116,104,112,129,170,180,191,198,213,224,236
Profit before tax,182,139,459,554,652,393,486,621,661,696,715,788
Tax %,28%,10%,26%,30%,30%,17%,25%,26%,24%,24%,24%,25%
Net Profit,132,125,338,388,459,327,363,462,500,526,542,593
  └─ Minority share,-1,1,-1,-2,-1,-2,-4,-5,-6,-4,-3,-2
  └─ Exceptional items AT,0,-77,-3,-0,-1,0,4,2,6,-0,-1,-12
  └─ Profit excl Excep,132,202,341,388,460,326,359,460,495,526,542,605
  └─ Profit for PE,131,203,340,387,458,325,356,455,489,522,540,604
  └─ Profit for EPS,131,126,338,387,457,325,359,457,495,522,539,591
  └─ Profit Growth %,9%,55%,67%,14%,18%,-29%,9%,28%,8%,7%,3%,12%
EPS in Rs,6.25,6.00,16.06,18.40,21.77,15.46,17.09,21.74,23.54,24.83,25.66,28.13
Dividend Payout %,28%,36%,28%,25%,23%,27%,27%,30%,37%,28%,28%,28%
