Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,52.33,60.71,68.28,70.77,39.41,18.77,36.25,44.43,55.32,55.38
  └─ Sales Growth %,,16.01%,12.47%,3.65%,-44.31%,-52.37%,93.13%,22.57%,24.51%,0.11%
Expenses,49.78,55.18,61.49,63.63,38.54,20.17,35.04,40.67,51.68,51.77
  └─ Material Cost %,86%,80%,82%,81%,87%,89%,79%,75%,75%,74%
    └─ Raw material cost,43.08,52.70,60.92,65.46,31.18,12.75,27.16,33.04,49.24,40.76
    └─ Change in inventory,1.87,-4.27,-5.09,-8.29,2.94,3.99,1.43,0.22,-7.68,0.19
  └─ Manufacturing Cost %,0%,0%,0%,0%,1%,1%,1%,1%,1%,0%
  └─ Employee Cost %,3%,3%,3%,3%,4%,7%,7%,8%,10%,11%
  └─ Other Cost %,6%,7%,5%,6%,7%,11%,10%,8%,8%,9%
Operating Profit,2.55,5.53,6.79,7.14,0.87,-1.40,1.21,3.76,3.64,3.61
OPM %,4.87%,9.11%,9.94%,10.09%,2.21%,-7.46%,3.34%,8.46%,6.58%,6.52%
Other Income,0.05,0.20,0.14,0.15,0.02,2.17,3.94,1.88,2.19,1.57
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.51,1.38,0.00,0.60,0.00
  └─ Other income normal,0.05,0.20,0.14,0.15,0.02,1.66,2.56,1.88,1.59,1.57
Interest,1.61,1.79,2.44,1.96,2.43,2.03,2.96,2.62,2.13,1.51
Depreciation,0.18,0.18,0.30,0.37,0.42,0.28,0.39,0.71,0.65,0.60
Profit before tax,0.81,3.76,4.19,4.96,-1.96,-1.54,1.80,2.31,3.05,3.07
Tax %,20.99%,17.55%,17.66%,14.52%,-1.53%,3.90%,6.11%,-6.93%,20.33%,24.76%
Net Profit,0.63,3.09,3.45,4.24,-1.93,-1.60,1.69,2.48,2.42,2.31
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.51,1.30,0.00,0.48,0.00
  └─ Profit excl Excep,0.63,3.09,3.45,4.24,-1.93,-2.11,0.39,2.48,1.94,2.31
  └─ Profit for PE,0.63,3.09,3.45,4.24,-1.93,-2.11,0.39,2.48,1.94,2.31
  └─ Profit for EPS,0.63,3.09,3.45,4.24,-1.93,-1.60,1.69,2.48,2.42,2.31
  └─ Profit Growth %,,390.48%,11.65%,22.90%,-145.52%,-9.33%,118.48%,535.90%,-21.77%,19.07%
EPS in Rs,9.28,45.53,50.84,4.06,-1.85,-1.53,1.31,1.79,1.75,1.67
Dividend Payout %,0.00%,0.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
