Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,6903,10299,10396,9593,8201,7562,7934,7503,7514,7893,7583,7620
  └─ Sales Growth %,33.41%,49.18%,0.94%,-7.72%,-14.50%,-7.79%,4.92%,-5.43%,0.14%,5.04%,-3.92%,0.49%
Expenses,4317,5884,5889,5199,4268,4536,4359,4768,5628,6733,5441,5256
  └─ Manufacturing Cost %,59.45%,51.09%,50.32%,47.78%,42.04%,46.18%,42.67%,48.68%,57.13%,50.47%,53.47%,49.86%
  └─ Employee Cost %,0.96%,1.71%,1.76%,1.94%,2.27%,2.77%,1.97%,2.35%,2.42%,2.48%,2.77%,3.05%
  └─ Other Cost %,2.12%,4.34%,4.57%,4.47%,7.72%,11.03%,10.31%,12.51%,15.34%,32.35%,15.51%,16.08%
Operating Profit,2587,4414,4506,4393,3934,3027,3575,2735,1886,1160,2142,2363
OPM %,37%,43%,43%,46%,48%,40%,45%,36%,25%,15%,28%,31%
Other Income,298,323,496,276,-2823,-3384,486,192,1296,499,3871,-13
  └─ Exceptional items,26,4,5,-7,-3149,-4024,32,9,957,134,3200,-382
  └─ Other income normal,272,319,491,283,326,640,453,183,338,365,672,369
Interest,1074,2683,2843,2926,3206,3054,2539,2721,2504,2451,2056,1666
Depreciation,524,701,734,759,838,836,1083,1077,1017,1062,910,829
Profit before tax,1286,1353,1425,984,-2934,-4248,439,-871,-339,-1854,3048,-145
Tax %,20%,34%,23%,15%,1%,1%,-3%,5%,19%,12%,3%,132%
Net Profit,1028,895,1104,840,-2952,-4271,454,-915,-403,-2068,2948,-337
  └─ Minority share,0,0,0,0,0,195,-225,-49,-68,0,0,0
  └─ Exceptional items AT,21,3,4,-6,-3090,-3966,5,1,954,-36,3099,-190
  └─ Profit excl Excep,1008,893,1101,846,138,-306,449,-916,-1356,-2033,-151,-147
  └─ Profit for PE,1008,893,1101,846,138,-292,226,-965,-1424,-2033,-151,-147
  └─ Profit for EPS,1028,895,1104,840,-2952,-4077,229,-964,-471,-2068,2948,-337
  └─ Profit Growth %,-2%,-11%,23%,-23%,-84%,-311%,177%,-527%,-48%,-43%,93%,3%
EPS in Rs,3.67,3.19,3.94,3.00,-10.52,-14.53,0.82,-2.84,-1.26,-5.15,7.34,-0.81
Dividend Payout %,-0%,31%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%
