Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,2061,1915,2824,3370,3152,4437,4674,4291,5617,5220,5689,6290
  └─ Sales Growth %,-34.64%,-7.07%,47.49%,19.33%,-6.48%,40.77%,5.35%,-8.20%,30.90%,-7.06%,8.99%,10.57%
Expenses,2079,1789,2302,3094,2842,3893,4112,3655,4999,4593,5210,5744
  └─ Material Cost %,80%,72%,65%,77%,71%,73%,74%,67%,73%,69%,73%,73%
    └─ Raw material cost,1470,1529,2080,2598,2771,3033,3237,3141,3998,4026,4360,4712
    └─ Change in inventory,172,-142,-240,-9,-540,219,199,-282,89,-426,-227,-130
  └─ Manufacturing Cost %,9%,8%,6%,6%,8%,5%,5%,7%,7%,8%,7%,0%
  └─ Employee Cost %,7%,8%,7%,6%,7%,6%,6%,7%,6%,7%,8%,8%
  └─ Other Cost %,5%,5%,3%,3%,5%,3%,3%,4%,3%,4%,4%,11%
Operating Profit,-18,126,522,276,309,543,562,636,618,627,479,546
OPM %,-1%,7%,18%,8%,10%,12%,12%,15%,11%,12%,8%,9%
Other Income,30,41,-36,33,83,56,28,73,1496,62,54,62
  └─ Exceptional items,-0,1,-86,-0,-1,-0,-4,-8,1400,-0,-2,-14
  └─ Other income normal,30,40,50,34,84,57,32,81,97,62,56,76
Interest,122,115,127,85,68,79,52,55,57,56,83,100
Depreciation,59,59,57,55,57,75,79,81,93,104,126,144
Profit before tax,-169,-7,302,169,268,446,460,574,1964,529,324,364
Tax %,-10%,-1%,16%,29%,19%,25%,36%,26%,9%,25%,27%,26%
Net Profit,-152,-7,253,119,216,335,295,424,1792,395,238,269
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,5,0
  └─ Exceptional items AT,-0,1,-72,-0,-0,-0,-2,-6,1259,-0,-1,-10
  └─ Profit excl Excep,-152,-8,325,119,217,335,297,430,533,395,240,279
  └─ Profit for PE,-152,-8,325,119,217,335,297,430,533,395,244,279
  └─ Profit for EPS,-152,-7,253,119,216,335,295,424,1792,395,243,269
  └─ Profit Growth %,16%,95%,4090%,-63%,82%,55%,-11%,45%,24%,-26%,-38%,14%
EPS in Rs,-5.90,-0.28,9.81,4.62,8.38,13.52,12.19,17.54,81.86,18.05,11.11,12.28
Dividend Payout %,0%,0%,0%,5%,8%,8%,14%,19%,4%,32%,22%,10%
