Metric,Mar 2016,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1100,1280,2169,2555,3044,3520,3479,3375,3615,3730
  └─ Sales Growth %,,,69.47%,17.80%,19.13%,15.66%,-1.17%,-2.99%,7.12%,3.19%
Expenses,999,1132,1925,2317,2634,3129,3255,3249,3555,3721
  └─ Material Cost %,57%,49%,50%,51%,52%,56%,59%,57%,59%,57%
    └─ Raw material cost,626,602,1104,1325,1551,2031,2046,1927,2103,2105
    └─ Change in inventory,-1,30,-12,-20,22,-77,11,-12,12,37
  └─ Manufacturing Cost %,11%,10%,9%,9%,8%,8%,9%,10%,10%,0%
  └─ Employee Cost %,10%,8%,12%,14%,13%,12%,12%,14%,15%,16%
  └─ Other Cost %,13%,21%,18%,16%,14%,13%,14%,16%,15%,27%
Operating Profit,100,148,244,238,410,391,224,125,60,10
OPM %,9%,12%,11%,9%,13%,11%,6%,4%,2%,0%
Other Income,9,23,12,32,64,33,24,65,108,94
  └─ Exceptional items,-3,9,-11,12,45,8,-1,36,79,39
  └─ Other income normal,12,13,23,19,19,25,25,30,29,55
Interest,9,4,25,39,28,13,20,35,68,68
Depreciation,40,47,68,97,109,116,111,120,144,151
Profit before tax,60,120,163,134,337,295,117,36,-43,-116
Tax %,33%,33%,38%,21%,23%,29%,17%,2%,-24%,3%
Net Profit,40,81,101,106,260,210,97,35,-33,-120
  └─ Exceptional items AT,-2,6,-7,4,-1,5,-1,2,56,38
  └─ Profit excl Excep,42,75,108,102,260,205,98,33,-89,-157
  └─ Profit for PE,42,75,108,102,260,205,98,33,-89,-157
  └─ Profit for EPS,40,81,101,106,260,210,97,35,-33,-120
  └─ Profit Growth %,,,45%,-5%,154%,-21%,-52%,-66%,-371%,-76%
EPS in Rs,53.53,108.21,135.72,141.68,346.68,280.07,128.82,46.14,-43.63,-158.55
Dividend Payout %,33%,21%,18%,14%,12%,23%,35%,82%,-69%,-10%
