Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,926,1029,967,1037,1343,1394,1572,1710,1881
  └─ Sales Growth %,,11.15%,-5.99%,7.22%,29.47%,3.82%,12.80%,8.79%,9.97%
Expenses,802,894,864,901,1124,1300,1414,1527,1681
  └─ Material Cost %,43.86%,42.14%,46.37%,42.94%,45.78%,54.37%,46.11%,45.98%,47.21%
    └─ Raw material cost,469,475,424,465,770,643,824,828,860
    └─ Change in inventory,-63,-41,24,-19,-155,114,-99,-42,28
  └─ Manufacturing Cost %,22.82%,22.95%,21.44%,22.27%,21.69%,17.86%,23.56%,23.01%,0.00%
  └─ Employee Cost %,2.86%,3.27%,4.35%,4.31%,4.77%,5.53%,5.69%,5.97%,6.23%
  └─ Other Cost %,17.07%,18.54%,17.12%,17.33%,11.46%,15.54%,14.58%,14.32%,35.95%
Operating Profit,124,135,104,136,219,94,158,183,200
OPM %,13%,13%,11%,13%,16%,7%,10%,11%,11%
Other Income,2,2,5,3,7,5,4,7,7
  └─ Exceptional items,0.00,0.00,0.01,-0.01,0.04,0.27,0.02,0.80,0.00
  └─ Other income normal,2.01,2.21,4.70,3.48,6.49,4.48,4.48,6.07,6.61
Interest,18,16,16,9,10,15,20,29,24
Depreciation,12,11,14,15,17,18,21,38,40
Profit before tax,95,109,78,115,198,66,122,124,142
Tax %,33%,33%,26%,26%,26%,20%,25%,26%,25%
Net Profit,64,74,57,85,147,52,91,92,107
  └─ Minority share,0,0,0,0,0,0,-1,-1,0
  └─ Exceptional items AT,0,0,0,-0,0,0,0,1,0
  └─ Profit excl Excep,64,74,57,85,147,52,91,92,107
  └─ Profit for PE,64,74,57,85,147,52,90,90,107
  └─ Profit for EPS,64,74,57,85,147,53,90,91,107
  └─ Profit Growth %,,16%,-22%,49%,72%,-64%,72%,0%,19%
EPS in Rs,11.22,12.98,10.11,15.04,25.93,9.26,15.90,16.05,18.94
Dividend Payout %,14%,13%,17%,16%,12%,32%,19%,19%,16%
