Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue,32,2506,2805,741,77,211,280,243,465,539,361
  └─ Sales Growth %,,7647.40%,11.94%,-73.58%,-89.63%,174.28%,33.00%,-13.32%,91.48%,15.97%,-33.15%
Interest,0,64,52,23,7,5,5,6,16,29,66
Expenses,14,2267,2577,738,114,72,202,232,358,471,438
  └─ Material Cost %,36%,73%,83%,86%,15%,8%,49%,60%,56%,57%,67%
    └─ Raw material cost,5,1941,2390,569,12,17,138,145,267,301,247
    └─ Change in inventory,6,-120,-61,71,0,0,0,0,-6,8,-5
  └─ Manufacturing Cost %,1%,7%,7%,0%,23%,1%,1%,1%,3%,5%,0%
  └─ Employee Cost %,1%,1%,1%,3%,35%,15%,13%,17%,12%,11%,9%
  └─ Other Cost %,4%,9%,1%,11%,76%,11%,9%,18%,6%,14%,45%
Financing Profit,19,175,175,-20,-44,134,73,5,91,39,-143
Financing Margin %,58%,7%,6%,-3%,-57%,64%,26%,2%,20%,7%,-40%
Other Income,0,460,21,65,36,197,363,723,99,202,237
  └─ Exceptional items,0,293,-0,-27,0,4,0,-0,0,0,0
  └─ Other income normal,0,167,21,92,35,193,363,723,99,202,237
Depreciation,0,36,31,5,28,26,23,22,29,43,26
Profit before tax,19,599,165,40,-36,306,413,706,162,198,68
Tax %,8%,-7%,18%,-6%,-38%,18%,22%,25%,29%,30%,31%
Net Profit,-62,652,149,42,-23,249,320,528,115,140,47
  └─ Profit from Associates,-79,10,13,0,0,0,0,0,0,0,0
  └─ Minority share,0,-289,-49,-13,26,-108,-166,-236,-66,-49,-29
  └─ Exceptional items AT,0,273,-0,-24,0,3,0,-0,0,0,-0
  └─ Profit excl Excep,-62,379,149,66,-23,246,320,529,115,139,47
  └─ Profit for PE,-62,211,99,45,3,139,154,293,49,91,18
  └─ Profit for EPS,-62,363,99,29,3,141,154,293,49,91,18
  └─ Profit Growth %,,442%,-53%,-54%,-93%,4071%,11%,90%,-83%,85%,-80%
EPS in Rs,-101.16,594.68,162.60,47.51,5.58,230.97,252.62,480.15,80.14,148.89,29.49
Dividend Payout %,-1%,0%,1%,3%,27%,1%,1%,1%,3%,2%,10%
