Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,4113,3432,4145,5059,6262,5810,7014,7283,8429,9804,10244,11540
  └─ Sales Growth %,-36.74%,-16.55%,20.79%,22.05%,23.77%,-7.22%,20.73%,3.82%,15.74%,16.31%,4.49%,12.66%
Expenses,4039,3271,3878,4506,5539,5149,5888,6317,7659,8673,9080,10044
  └─ Material Cost %,71%,69%,68%,67%,68%,66%,66%,68%,73%,71%,71%,70%
    └─ Raw material cost,2844,2409,2878,3427,4481,3847,4515,5045,6287,7148,7067,8120
    └─ Change in inventory,83,-25,-46,-19,-205,-6,130,-67,-164,-186,189,-85
  └─ Manufacturing Cost %,4%,4%,4%,4%,4%,4%,3%,4%,4%,4%,4%,0%
  └─ Employee Cost %,12%,12%,10%,9%,8%,9%,8%,8%,7%,7%,8%,7%
  └─ Other Cost %,12%,10%,11%,9%,8%,9%,6%,7%,7%,6%,6%,10%
Operating Profit,73,161,268,553,723,661,1126,966,770,1130,1164,1496
OPM %,2%,5%,6%,11%,12%,11%,16%,13%,9%,12%,11%,13%
Other Income,124,31,36,58,99,88,160,174,228,525,601,1618
  └─ Exceptional items,-30,-29,-7,4,7,-8,4,14,-51,143,141,1051
  └─ Other income normal,154,59,43,55,92,96,157,160,279,383,459,566
Interest,58,51,32,29,20,17,13,15,13,42,29,20
Depreciation,69,58,63,73,87,107,118,132,150,224,244,255
Profit before tax,70,82,208,509,715,625,1155,993,835,1390,1492,2838
Tax %,-8%,15%,37%,32%,33%,25%,25%,26%,24%,23%,15%,16%
Net Profit,76,70,131,347,478,472,872,736,637,1077,1265,2394
  └─ Minority share,0,0,1,0,1,1,-0,1,0,0,-0,0
  └─ Exceptional items AT,-23,-21,-5,2,5,-6,3,10,-39,7,0,1045
  └─ Profit excl Excep,99,91,135,344,473,477,869,725,675,1069,1265,1349
  └─ Profit for PE,99,92,136,345,474,478,869,726,676,1070,1265,1349
  └─ Profit for EPS,76,71,131,347,479,472,871,736,637,1077,1265,2394
  └─ Profit Growth %,-59%,-8%,48%,154%,38%,1%,82%,-16%,-7%,58%,18%,7%
EPS in Rs,6.23,5.76,10.71,28.31,39.07,38.53,64.63,55.82,48.26,97.44,113.06,213.99
Dividend Payout %,19%,21%,14%,7%,6%,6%,12%,13%,14%,18%,25%,24%
