Metric,Mar 2017,Mar 2018,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,14730,17903,1128,1692,2053,1415,2259,2026
  └─ Sales Growth %,,21.54%,,50.04%,21.29%,-31.05%,59.63%,-10.34%
Expenses,13726,16393,988,1499,1928,1384,2163,1920
  └─ Material Cost %,62.93%,65.45%,49.09%,51.45%,54.98%,53.45%,52.36%,48.42%
    └─ Raw material cost,9305,11733,576,956,1131,764,1159,994
    └─ Change in inventory,-35,-16,-22,-85,-2,-8,24,-13
  └─ Manufacturing Cost %,3.27%,3.19%,15.22%,14.41%,12.80%,15.72%,15.01%,0.00%
  └─ Employee Cost %,7.07%,7.85%,14.60%,11.57%,13.54%,15.75%,17.29%,20.05%
  └─ Other Cost %,19.90%,15.08%,8.68%,11.14%,12.62%,12.91%,11.06%,26.30%
Operating Profit,1004,1510,140,193,124,31,97,106
OPM %,7%,8%,12%,11%,6%,2%,4%,5%
Other Income,170,148,-2,-14,-7,32,219,536
  └─ Exceptional items,-0,3,-13,-17,-17,-1,196,513
  └─ Other income normal,171,146,11,4,10,34,23,22
Interest,88,372,47,46,60,57,104,108
Depreciation,377,447,80,131,144,103,173,206
Profit before tax,709,839,11,3,-86,-97,39,328
Tax %,23%,25%,529%,724%,25%,23%,127%,23%
Net Profit,547,629,-48,-17,-108,-120,-11,252
  └─ Profit from Associates,1,1,0,0,0,0,0,0
  └─ Minority share,0,0,3,42,0,0,0,0
  └─ Exceptional items AT,-0,2,57,108,-11,-1,142,438
  └─ Profit excl Excep,547,627,-104,-124,-96,-119,-152,-185
  └─ Profit for PE,547,627,-98,-82,-96,-119,-152,-185
  └─ Profit for EPS,547,629,-45,25,-108,-120,-11,252
  └─ Profit Growth %,,15%,,16%,-17%,-24%,-28%,-22%
EPS in Rs,,,,,,-59.38,-4.83,114.48
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-9%,-98%,4%
