Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1292,1179,1374,1421,1536,1681,2212
  └─ Sales Growth %,,-8.72%,16.48%,3.44%,8.11%,9.40%,31.61%
Expenses,977,866,1004,1052,1156,1295,1732
  └─ Material Cost %,0%,0%,0%,0%,0%,3%,9%
    └─ Raw material cost,0,0,0,0,0,43,205
    └─ Change in inventory,0,0,0,0,0,0,2
  └─ Manufacturing Cost %,66%,64%,65%,66%,66%,64%,0%
  └─ Employee Cost %,5%,6%,5%,5%,5%,5%,6%
  └─ Other Cost %,5%,4%,4%,4%,4%,5%,63%
Operating Profit,315,314,369,369,380,386,480
OPM %,24%,27%,27%,26%,25%,23%,22%
Other Income,20,11,34,27,23,164,15
  └─ Exceptional items,5.00,0.36,9.88,3.86,1.29,135.06,-2.74
  └─ Other income normal,14.71,10.97,24.07,23.20,21.37,29.08,17.62
Interest,103,80,65,46,47,48,59
Depreciation,133,131,128,104,95,115,153
Profit before tax,98,113,210,246,261,387,283
Tax %,-6%,17%,-7%,2%,1%,3%,8%
Net Profit,104,94,224,242,258,374,259
  └─ Minority share,-1,-0,-0,-2,-2,-3,-4
  └─ Exceptional items AT,8,0,8,3,1,119,-2
  └─ Profit excl Excep,96,94,216,239,257,255,262
  └─ Profit for PE,95,94,216,237,255,253,258
  └─ Profit for EPS,103,94,224,240,256,371,256
  └─ Profit Growth %,,-1%,129%,10%,8%,-1%,2%
EPS in Rs,5.11,4.68,4.48,4.80,5.13,7.42,5.12
Dividend Payout %,0%,0%,28%,42%,39%,27%,39%
