Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,43.88,63.18,65.79,54.08,85.19,81.35,74.29,91.91,78.08
  └─ Sales Growth %,,43.98%,4.13%,-17.80%,57.53%,-4.51%,-8.68%,23.72%,-15.05%
Expenses,38.39,53.79,57.71,47.72,72.49,72.69,74.86,87.70,76.01
  └─ Material Cost %,72%,75%,79%,81%,79%,78%,92%,81%,83%
    └─ Raw material cost,31,48,54,42,72,46,68,75,65
    └─ Change in inventory,0,0,-2,1,-5,17,0,0,0
  └─ Manufacturing Cost %,2%,1%,1%,0%,0%,0%,1%,1%,0%
  └─ Employee Cost %,4%,3%,4%,2%,2%,3%,3%,2%,3%
  └─ Other Cost %,10%,5%,4%,5%,4%,8%,5%,11%,11%
Operating Profit,5.49,9.39,8.08,6.36,12.70,8.66,-0.57,4.21,2.07
OPM %,12.51%,14.86%,12.28%,11.76%,14.91%,10.65%,-0.77%,4.58%,2.65%
Other Income,0.74,0.17,1.07,-3.78,0.40,0.71,7.06,0.29,-0.49
  └─ Exceptional items,0.00,0.00,0.00,-4.32,0.00,0.00,0.00,0.00,-2.40
  └─ Other income normal,0.74,0.17,1.07,0.54,0.40,0.71,7.06,0.29,1.91
Interest,1.89,1.88,2.51,2.38,2.47,1.27,1.04,1.42,1.20
Depreciation,0.27,0.57,1.74,1.39,0.88,0.29,0.20,0.14,0.13
Profit before tax,4.07,7.11,4.90,-1.19,9.75,7.81,5.25,2.94,0.25
Tax %,28.50%,19.69%,1.63%,-1.68%,10.36%,2.18%,0.76%,9.86%,16.00%
Net Profit,2.91,5.71,4.83,-1.17,8.74,7.63,5.21,2.64,0.21
  └─ Exceptional items AT,0.00,0.00,0.00,-4.32,0.00,0.00,0.00,0.00,-2.22
  └─ Profit excl Excep,2.91,5.71,4.83,3.15,8.74,7.63,5.21,2.64,2.43
  └─ Profit for PE,2.91,5.71,4.83,3.15,8.74,7.63,5.21,2.64,2.43
  └─ Profit for EPS,2.91,5.71,4.83,-1.17,8.74,7.63,5.21,2.64,0.21
  └─ Profit Growth %,,96.22%,-15.41%,-34.78%,177.46%,-12.70%,-31.72%,-49.33%,-7.95%
EPS in Rs,1.19,2.34,1.82,-0.44,3.30,2.90,1.98,1.00,0.08
Dividend Payout %,0.00%,0.00%,5.07%,-10.47%,0.00%,0.00%,0.00%,0.00%,0.00%
