Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,246,318,436,502,408,440,536
  └─ Sales Growth %,,29.40%,37.05%,15.25%,-18.81%,8.05%,21.67%
Expenses,229,271,367,425,365,404,479
  └─ Material Cost %,61%,60%,63%,62%,59%,62%,63%
    └─ Raw material cost,142,185,272,334,268,274,342
    └─ Change in inventory,8,5,1,-24,-26,-1,-7
  └─ Manufacturing Cost %,18%,16%,13%,14%,18%,16%,0%
  └─ Employee Cost %,8%,6%,5%,6%,8%,9%,9%
  └─ Other Cost %,6%,3%,3%,3%,4%,4%,18%
Operating Profit,17,47,68,77,43,37,57
OPM %,7%,15%,16%,15%,11%,8%,11%
Other Income,4,2,1,1,3,9,2
  └─ Exceptional items,2.47,1.05,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,1.67,0.64,0.85,1.26,2.68,9.28,2.36
Interest,5,8,9,5,8,7,17
Depreciation,7,8,9,10,11,14,21
Profit before tax,9,32,51,64,27,25,21
Tax %,27%,27%,30%,29%,32%,45%,14%
Net Profit,7,23,36,45,18,14,18
  └─ Exceptional items AT,1.47,0.62,0.00,0.00,0.00,0.00,0.00
  └─ Profit excl Excep,5.04,22.70,35.75,45.15,18.22,13.86,18.17
  └─ Profit for PE,5.04,22.70,35.75,45.15,18.22,13.86,18.17
  └─ Profit for EPS,6.51,23.32,35.75,45.15,18.22,13.86,18.17
  └─ Profit Growth %,,350.40%,57.49%,26.29%,-59.65%,-23.93%,31.10%
EPS in Rs,0.63,2.27,3.48,4.34,1.75,1.07,1.40
Dividend Payout %,0%,0%,7%,9%,6%,14%,11%
