Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,525,518,954,1100,1244,1705,1913
  └─ Sales Growth %,,-1.31%,84.08%,15.34%,13.09%,37.01%,12.22%
Expenses,447,439,821,949,1063,1433,1597
  └─ Material Cost %,66%,65%,71%,71%,62%,60%,61%
    └─ Raw material cost,337,347,694,781,764,1053,1203
    └─ Change in inventory,7,-12,-16,1,7,-36,-44
  └─ Manufacturing Cost %,0%,4%,3%,3%,8%,7%,0%
  └─ Employee Cost %,10%,11%,8%,8%,10%,12%,9%
  └─ Other Cost %,9%,5%,4%,4%,5%,6%,14%
Operating Profit,78,80,133,151,181,271,316
OPM %,15%,15%,14%,14%,15%,16%,16%
Other Income,4,19,16,18,48,39,40
  └─ Exceptional items,0.00,-1.60,0.30,0.22,-0.02,0.08,0.00
  └─ Other income normal,3.67,20.49,16.13,17.61,48.51,38.70,40.11
Interest,34,30,40,45,51,68,83
Depreciation,27,30,39,45,59,81,105
Profit before tax,20,39,71,80,119,162,168
Tax %,14%,25%,26%,26%,25%,24%,30%
Net Profit,17,29,52,59,90,122,118
  └─ Exceptional items AT,0,-1,0,0,-0,0,0
  └─ Profit excl Excep,17,30,52,59,90,122,118
  └─ Profit for PE,17,30,52,59,90,122,118
  └─ Profit for EPS,17,29,52,59,90,122,118
  └─ Profit Growth %,,75%,73%,14%,53%,36%,-4%
EPS in Rs,5.34,8.97,16.18,18.36,27.99,32.48,31.29
Dividend Payout %,0%,0%,13%,15%,5%,5%,8%
