Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1103,1146,1337,1873,1979,1816,1615,2989,2883,1726,1802,2173
  └─ Sales Growth %,15.29%,3.88%,16.60%,40.17%,5.64%,-8.23%,-11.06%,85.01%,-3.54%,-40.11%,4.38%,20.56%
Expenses,989,1015,1064,1489,1654,1581,1321,1913,2293,1611,1623,1913
  └─ Material Cost %,53.17%,52.05%,46.95%,51.75%,56.91%,58.74%,52.05%,38.51%,47.45%,52.33%,55.90%,48.89%
    └─ Raw material cost,589,585,646,967,1122,1058,843,1211,1336,982,1060,1155
    └─ Change in inventory,-2,12,-18,3,4,9,-3,-60,32,-79,-53,-93
  └─ Manufacturing Cost %,30.52%,29.45%,23.20%,21.10%,20.53%,21.69%,22.22%,13.93%,20.38%,31.16%,25.17%,24.74%
  └─ Employee Cost %,1.88%,2.01%,2.50%,2.42%,2.24%,2.34%,2.52%,2.83%,2.29%,2.62%,2.13%,4.32%
  └─ Other Cost %,4.08%,5.02%,6.92%,4.21%,3.92%,4.31%,4.99%,8.76%,9.43%,7.19%,6.85%,10.12%
Operating Profit,114,132,273,384,325,235,294,1075,589,116,179,259
OPM %,10%,11%,20%,21%,16%,13%,18%,36%,20%,7%,10%,12%
Other Income,1,4,8,15,26,66,24,27,72,358,721,412
  └─ Exceptional items,-4,-0,2,-1,4,46,15,-5,-18,102,-174,0
  └─ Other income normal,4,4,7,16,22,20,9,32,90,255,895,412
Interest,22,17,12,8,8,6,3,3,5,3,24,44
Depreciation,27,23,25,15,16,16,16,17,20,21,23,23
Profit before tax,66,96,244,376,327,279,299,1082,637,450,852,604
Tax %,21%,18%,26%,22%,22%,20%,23%,24%,22%,22%,26%,27%
Net Profit,53,79,180,292,255,222,230,818,499,349,631,441
  └─ Minority share,-0,0,0,0,0,0,1,0,0,0,-1,-7
  └─ Exceptional items AT,-3,-0,1,-1,3,37,11,-4,-14,80,-127,0
  └─ Profit excl Excep,55,79,178,293,252,185,219,822,513,269,758,441
  └─ Profit for PE,55,79,179,293,252,185,220,822,513,269,757,434
  └─ Profit for EPS,53,79,180,292,255,222,231,818,499,349,630,434
  └─ Profit Growth %,386%,43%,126%,64%,-14%,-26%,18%,274%,-38%,-48%,181%,-43%
EPS in Rs,18.08,27.09,61.72,100.24,87.67,76.27,79.29,281.01,171.43,119.87,216.47,148.96
Dividend Payout %,6%,7%,4%,3%,7%,8%,8%,2%,4%,5%,7%,11%
