Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1238,1149,1646,2285,2782,3112,4221
  └─ Sales Growth %,,-7.20%,43.28%,38.78%,21.79%,11.84%,35.64%
Expenses,1181,1093,1513,2124,2559,2864,3655
  └─ Material Cost %,75%,83%,82%,83%,82%,87%,71%
    └─ Raw material cost,807,839,1587,2108,2270,2758,2724
    └─ Change in inventory,116,120,-232,-209,2,-65,283
  └─ Manufacturing Cost %,0%,1%,0%,0%,0%,-8%,0%
  └─ Employee Cost %,6%,6%,5%,5%,5%,7%,8%
  └─ Other Cost %,14%,5%,4%,5%,5%,7%,7%
Operating Profit,57,56,133,161,223,248,566
OPM %,5%,5%,8%,7%,8%,8%,13%
Other Income,5,12,24,15,-12,259,13
  └─ Exceptional items,0.42,0.00,8.80,-5.50,-24.94,248.33,0.00
  └─ Other income normal,4.70,11.57,15.44,20.03,13.24,11.05,12.84
Interest,37,26,20,23,31,42,30
Depreciation,5,6,8,9,16,31,56
Profit before tax,21,35,129,143,165,434,493
Tax %,15%,28%,25%,24%,30%,19%,25%
Net Profit,17,29,97,108,115,351,368
  └─ Profit from Associates,0,4,0,0,0,0,0
  └─ Minority share,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,7,-4,-17,201,0
  └─ Profit excl Excep,17,29,90,112,132,150,368
  └─ Profit for PE,17,29,90,112,132,150,368
  └─ Profit for EPS,17,29,97,108,115,351,368
  └─ Profit Growth %,,72%,208%,25%,18%,14%,145%
EPS in Rs,69.72,117.32,387.72,528.34,561.80,32.00,31.24
Dividend Payout %,0%,3%,1%,0%,0%,0%,5%
