Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,21.12,22.94,36.59,40.37,44.63,60.83
  └─ Sales Growth %,,8.62%,59.50%,10.33%,10.55%,36.30%
Expenses,17.82,20.28,31.69,37.86,37.74,48.36
  └─ Material Cost %,35%,31%,46%,63%,63%,55%
    └─ Raw material cost,7.29,7.10,16.69,25.24,27.94,33.72
  └─ Manufacturing Cost %,0%,1%,0%,1%,1%,0%
  └─ Employee Cost %,37%,40%,31%,29%,24%,16%
  └─ Other Cost %,12%,17%,10%,1%,-2%,8%
Operating Profit,3.30,2.66,4.90,2.51,6.89,12.47
OPM %,15.62%,11.60%,13.39%,6.22%,15.44%,20.50%
Other Income,0.08,0.55,1.16,0.96,0.44,0.94
  └─ Exceptional items,-0.00,-0.00,-0.00,-0.00,0.01,-0.00
  └─ Other income normal,0.08,0.55,1.16,0.96,0.43,0.94
Interest,0.25,0.21,0.38,0.35,0.28,0.59
Depreciation,0.36,0.32,0.17,0.35,1.17,1.56
Profit before tax,2.77,2.68,5.51,2.77,5.88,11.26
Tax %,29.96%,19.78%,27.40%,35.02%,31.12%,28.24%
Net Profit,1.94,2.14,4.00,1.80,4.05,8.08
  └─ Minority share,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,0,0,0,0
  └─ Profit excl Excep,2,2,4,2,4,8
  └─ Profit for PE,2,2,4,2,4,8
  └─ Profit for EPS,2,2,4,2,4,8
  └─ Profit Growth %,,10%,87%,-55%,124%,104%
EPS in Rs,1940.00,2140.00,4000.00,3.60,5.96,7.26
Dividend Payout %,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%
