Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,222,281,297,414,531,787,904,1598,2015,2125,2399,1652
  └─ Sales Growth %,22.48%,26.48%,5.73%,39.34%,28.39%,48.09%,14.85%,76.82%,26.08%,5.47%,12.87%,-31.13%
Expenses,206,260,271,383,494,741,832,1492,1879,1952,2197,1535
  └─ Material Cost %,75%,76%,72%,76%,80%,82%,80%,82%,83%,79%,78%,74%
    └─ Raw material cost,172,208,226,335,410,644,748,1316,1711,1703,1941,1144
    └─ Change in inventory,-4,6,-12,-20,13,5,-25,-13,-43,-16,-65,75
  └─ Manufacturing Cost %,4%,4%,16%,14%,12%,10%,10%,10%,9%,11%,12%,0%
  └─ Employee Cost %,1%,1%,1%,1%,1%,1%,1%,0%,0%,0%,0%,1%
  └─ Other Cost %,12%,11%,1%,1%,1%,1%,1%,2%,1%,1%,1%,18%
Operating Profit,16,21,26,31,37,46,71,106,136,173,202,117
OPM %,7%,8%,9%,7%,7%,6%,8%,7%,7%,8%,8%,7%
Other Income,1,1,1,1,1,3,2,4,9,5,11,18
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.56,0.34,0.32,1.60,1.54,1.57,0.00
  └─ Other income normal,0.57,0.65,1.16,1.02,0.75,2.21,1.26,3.43,7.47,3.59,8.98,17.60
Interest,4,7,7,9,9,9,10,12,12,21,30,28
Depreciation,4,5,6,8,8,9,14,20,23,30,48,52
Profit before tax,8,10,14,15,20,31,49,78,110,127,135,55
Tax %,30%,31%,37%,30%,34%,18%,17%,18%,16%,14%,14%,21%
Net Profit,6,7,9,10,13,26,41,64,92,109,116,44
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,1,1,1,0
  └─ Profit excl Excep,6,7,9,10,13,25,40,63,91,108,114,44
  └─ Profit for PE,6,7,9,10,13,25,40,63,91,108,114,44
  └─ Profit for EPS,6,7,9,10,13,26,41,64,92,109,116,44
  └─ Profit Growth %,15%,17%,30%,15%,31%,87%,60%,58%,43%,19%,6%,-62%
EPS in Rs,10.67,12.46,8.82,10.02,13.11,24.91,39.51,48.22,61.68,73.02,77.34,29.13
Dividend Payout %,14%,17%,17%,15%,14%,6%,5%,4%,4%,4%,4%,11%
