Metric,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,67,57,44,39,36,63,66,110,104,71,38
  └─ Sales Growth %,,-14.15%,-23.45%,-11.04%,-8.98%,,5.01%,67.26%,-5.77%,-31.32%,-46.11%
Expenses,57,50,38,34,31,37,44,55,81,66,52
  └─ Material Cost %,59%,60%,56%,61%,61%,26%,29%,24%,45%,48%,57%
    └─ Raw material cost,42.33,28.09,26.83,22.35,19.80,15.01,17.69,31.75,48.62,33.05,25.80
    └─ Change in inventory,-3.17,6.54,-2.25,1.59,1.81,1.13,1.70,-5.45,-1.83,1.39,-3.93
  └─ Manufacturing Cost %,15%,14%,15%,10%,10%,14%,17%,11%,13%,18%,0%
  └─ Employee Cost %,5%,6%,8%,9%,11%,12%,13%,9%,12%,14%,27%
  └─ Other Cost %,6%,6%,8%,7%,6%,7%,7%,6%,8%,12%,52%
Operating Profit,10,8,6,5,4,26,22,56,23,5,-14
OPM %,15%,14%,13%,13%,13%,41%,33%,50%,22%,8%,-36%
Other Income,0,0,0,0,0,2,2,3,3,3,4
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,-0.50,-0.03,-0.10,0.09,-0.03,0.00
  └─ Other income normal,0.38,0.23,0.30,0.18,0.36,2.55,1.82,2.75,2.47,3.18,3.94
Interest,4,4,3,3,3,0,0,0,0,0,0
Depreciation,2,2,2,2,2,2,2,2,3,3,4
Profit before tax,5,2,0,-0,0,26,22,56,22,5,-14
Tax %,29%,25%,9%,379%,-212%,19%,24%,26%,28%,38%,-10%
Net Profit,4,1,0,-2,0,21,17,42,15,3,-13
  └─ Profit from Associates,0,0,0,0,0,0,0,0,-0,-0,-0
  └─ Exceptional items AT,0,0,0,0,0,-0,-0,-0,0,-0,0
  └─ Profit excl Excep,4,1,0,-2,0,21,17,42,15,3,-13
  └─ Profit for PE,4,1,0,-2,0,21,17,42,15,3,-13
  └─ Profit for EPS,4,1,0,-2,0,21,17,42,15,3,-13
  └─ Profit Growth %,,-62%,-71%,-508%,116%,,-22%,151%,-63%,-82%,-565%
EPS in Rs,3.60,1.38,0.40,-1.63,0.26,21.46,17.08,42.83,15.81,2.79,-12.71
Dividend Payout %,28%,4%,0%,0%,0%,23%,18%,7%,16%,36%,0%
